#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2021,12,31,23,50,138,2.9,3.8,0.58,9.09,5.71,147,1015.2,7.5,9.2,5.3,,
2022,1,1,0,50,178,3.9,4.4,0.57,12.12,5.86,112,1015.5,7.8,9.2,5.4,,
2022,1,1,1,50,171,4.1,5.0,0.56,10.81,6.24,118,1015.3,7.9,9.2,5.6,,
2022,1,1,2,50,164,4.8,5.8,0.6,12.12,6.18,102,1014.7,8.1,9.2,5.9,,
2022,1,1,3,50,167,5.0,5.8,0.62,9.09,5.66,132,1014.7,8.4,9.2,6.7,,
2022,1,1,4,50,183,5.6,6.5,0.68,8.33,5.57,153,1014.5,8.7,9.2,7.5,,
2022,1,1,5,50,215,5.6,6.6,0.67,8.33,5.11,150,1014.3,8.9,9.3,7.2,,
2022,1,1,6,50,208,6.4,7.4,0.71,8.33,4.76,137,1014.7,8.9,9.3,7.4,,
2022,1,1,7,50,210,6.1,7.2,0.76,8.33,4.79,157,1014.6,8.9,9.3,8.0,,
2022,1,1,8,50,235,5.8,6.8,0.78,6.67,4.81,146,1014.6,9.0,9.3,8.2,,
2022,1,1,9,50,216,4.6,5.4,0.83,7.14,4.67,142,1014.0,9.0,9.3,8.1,,
2022,1,1,10,50,241,4.2,4.9,0.82,8.33,4.86,140,1013.8,8.9,9.3,7.5,,
2022,1,1,11,50,189,2.3,2.7,0.79,7.14,4.71,131,1013.6,8.9,9.3,7.2,,
2022,1,1,12,50,140,3.1,3.7,0.8,11.43,5.04,124,1013.4,8.4,9.3,8.3,,
2022,1,1,13,50,142,4.7,5.6,0.79,10.81,5.2,134,1012.9,9.0,9.3,9.0,,
2022,1,1,14,50,155,5.9,7.2,0.8,11.43,5.09,132,1012.8,9.4,9.4,9.4,,
2022,1,1,15,50,139,5.3,6.3,0.84,8.33,5.29,143,1011.3,9.4,9.4,9.4,,
2022,1,1,16,50,131,5.1,5.9,0.88,9.09,5.14,119,1010.4,9.3,9.4,9.3,,
2022,1,1,17,50,122,4.5,5.6,0.8,9.09,5.34,123,1009.1,9.1,9.4,9.1,,
2022,1,1,18,50,145,5.7,7.0,0.92,8.33,5.34,142,1008.4,9.4,9.4,9.4,,
2022,1,1,19,50,165,5.0,5.9,0.92,7.69,5.09,150,1008.0,9.7,9.4,9.7,,
2022,1,1,20,50,169,5.4,6.6,0.94,8.33,5.24,124,1006.7,9.7,9.3,9.7,,
2022,1,1,21,50,184,7.2,8.6,0.85,7.14,4.75,143,1006.7,9.9,9.3,9.9,,
2022,1,1,22,50,198,6.2,7.0,0.85,7.69,4.67,136,1006.6,10.1,9.3,10.1,,
2022,1,1,23,50,210,5.1,6.0,0.89,13.79,4.82,94,1006.7,10.0,9.4,10.0,,
2022,1,2,0,50,223,5.6,6.9,0.83,12.12,4.51,116,1006.1,9.9,9.5,9.9,,
2022,1,2,1,50,242,4.3,5.0,0.85,12.9,4.88,140,1005.5,9.8,9.5,9.8,,
2022,1,2,2,50,274,4.8,5.9,0.82,11.43,5.21,121,1004.9,9.4,9.5,9.4,,
2022,1,2,3,50,283,3.4,4.4,0.85,12.12,5.42,125,1004.3,8.5,9.5,8.5,,
2022,1,2,4,50,308,4.3,5.1,0.81,9.09,5.37,137,1004.1,8.4,9.4,8.4,,
2022,1,2,5,50,325,5.0,5.8,0.91,12.12,5.69,119,1003.5,8.0,9.4,8.0,,
2022,1,2,6,50,353,0.8,1.3,0.91,13.79,5.19,149,1003.3,7.9,9.4,7.9,,
2022,1,2,7,50,33,2.5,3.1,0.95,5.0,5.42,177,1001.9,7.9,9.4,7.9,,
2022,1,2,8,50,355,4.3,5.3,0.88,10.81,5.47,144,1002.2,7.9,9.4,7.9,,
2022,1,2,9,50,22,3.8,4.7,0.84,13.79,5.31,138,1001.4,7.8,9.4,7.8,,
2022,1,2,10,50,82,3.6,4.2,0.84,12.9,5.44,117,999.8,8.3,9.4,8.3,,
2022,1,2,11,50,56,1.0,1.5,0.8,12.12,5.52,118,1000.2,8.6,9.4,8.6,,
2022,1,2,12,50,10,2.9,3.4,0.78,12.12,5.52,134,1000.0,8.6,9.4,8.6,,
2022,1,2,13,50,18,4.5,5.6,0.77,12.9,5.57,145,999.2,8.1,9.4,8.1,,
2022,1,2,14,50,6,4.9,5.7,0.85,12.9,5.85,154,1000.2,8.1,9.4,8.1,,
2022,1,2,15,50,17,4.9,5.9,0.94,11.43,5.64,123,999.0,8.0,9.4,8.0,,
2022,1,2,16,50,16,4.5,5.2,0.9,10.0,5.21,121,998.8,7.8,9.4,7.8,,
2022,1,2,17,50,6,5.7,6.5,1.01,10.0,5.52,123,999.2,7.1,9.4,7.1,,
2022,1,2,18,50,5,7.4,8.7,1.15,7.69,5.33,145,1000.0,6.3,9.4,6.3,,
2022,1,2,19,50,13,8.0,9.6,1.37,9.09,5.04,168,1000.5,5.6,9.4,5.6,,
2022,1,2,20,50,17,9.8,11.7,1.7,8.33,5.54,163,1001.7,4.9,9.3,4.4,,
2022,1,2,21,50,16,10.2,12.4,1.94,9.09,5.32,170,1003.2,4.2,9.3,3.6,,
2022,1,2,22,50,8,9.8,11.8,1.88,9.09,5.25,165,1003.8,3.8,9.2,2.8,,
2022,1,2,23,50,13,9.9,11.4,1.91,5.56,5.17,17,1005.1,3.9,9.2,2.3,,
2022,1,3,0,50,350,10.7,13.4,1.81,6.25,5.07,20,1007.2,3.7,9.2,2.3,,
2022,1,3,1,50,350,12.9,15.6,1.94,5.88,5.04,21,1008.5,2.8,9.1,1.6,,
2022,1,3,2,50,357,11.7,14.2,2.01,5.56,5.02,24,1009.4,3.0,9.1,-1.1,,
2022,1,3,3,50,4,10.4,12.6,2.05,5.88,5.04,27,1010.8,2.6,9.1,-1.1,,
2022,1,3,4,50,357,8.9,11.2,2.08,5.88,5.1,18,1011.5,2.1,9.1,-1.9,,
2022,1,3,5,50,353,9.8,12.0,1.81,5.56,4.96,11,1012.7,1.8,9.1,-1.8,,
2022,1,3,6,50,348,9.5,12.7,1.89,5.56,5.2,35,1014.4,1.2,9.1,-2.8,,
2022,1,3,7,50,350,7.1,9.5,1.82,5.88,5.26,34,1016.7,0.7,9.1,-3.4,,
2022,1,3,8,50,1,7.6,10.0,1.77,8.33,5.52,158,1017.6,0.3,9.0,-3.9,,
