YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1996,1,1,0,,318,5.6,6.9,0.76,4.17,3.92,,1013.2,4.8,7.1,,,
1996,1,1,1,,318,4.6,5.7,0.65,4.0,3.85,,1013.2,4.9,7.1,,,
1996,1,1,2,,324,4.1,6.2,0.64,4.17,4.07,,1013.0,5.0,7.1,,,
1996,1,1,3,,336,4.1,5.9,0.72,4.17,4.07,,1012.8,5.3,7.1,,,
1996,1,1,4,,5,4.7,5.9,0.6,4.17,4.11,,1012.7,5.2,7.1,,,
1996,1,1,5,,6,4.6,6.2,0.62,4.17,4.03,,1012.5,5.3,7.1,,,
1996,1,1,6,,6,4.3,5.9,0.52,6.67,3.85,,1012.5,5.1,7.1,,,
1996,1,1,7,,25,4.0,5.3,0.53,6.25,4.07,,1012.5,5.0,7.1,,,
1996,1,1,8,,19,5.9,7.5,0.55,6.67,3.71,,1012.2,5.0,7.1,,,
1996,1,1,9,,28,5.2,7.2,0.55,3.23,3.63,,1011.7,4.4,7.0,,,
1996,1,1,10,,35,8.4,10.5,0.68,3.33,3.53,,1011.8,3.4,7.1,,,
1996,1,1,11,,32,7.9,9.5,,,,,1012.5,3.0,7.0,,,
1996,1,1,12,,31,8.0,10.1,1.02,4.17,3.87,,1012.9,2.4,7.0,,,
1996,1,1,13,,29,8.9,10.7,1.05,4.55,3.98,,1013.2,2.0,7.1,,,
1996,1,1,14,,31,9.8,11.9,1.29,5.0,4.09,,1014.1,1.4,7.0,,,
1996,1,1,15,,23,8.9,11.2,1.33,5.0,4.09,,1015.4,0.6,7.0,,,
1996,1,1,16,,,,,,,,,,999.0,,,,
1996,1,1,17,,,,,,,,,,999.0,,,,
1996,1,1,18,,,,,,,,,,999.0,,,,
1996,1,1,19,,16,7.3,9.9,1.17,5.26,4.07,,1014.6,-0.7,7.0,,,
1996,1,1,20,,32,5.8,7.6,1.07,5.26,4.14,,1014.8,-0.5,7.0,,,
1996,1,1,21,,22,6.6,8.8,1.08,5.56,4.38,,1014.6,-0.5,7.0,,,
1996,1,1,22,,21,5.4,8.1,1.14,5.56,4.28,,1014.8,-0.6,7.0,,,
1996,1,1,23,,28,5.1,6.9,1.14,5.88,4.32,,1014.9,-0.5,7.0,,,
1996,1,2,0,,23,4.3,5.6,1.06,5.88,4.39,,1014.8,0.1,7.0,,,
1996,1,2,1,,17,4.5,6.1,0.98,5.88,4.38,,1015.0,-0.1,7.0,,,
1996,1,2,2,,30,3.4,5.2,0.88,5.56,4.19,,1015.6,-0.2,7.0,,,
1996,1,2,3,,55,3.2,5.4,0.79,5.26,4.01,,1015.6,-0.3,7.0,,,
1996,1,2,4,,46,3.5,6.0,0.73,4.55,4.07,,1014.9,1.1,7.0,,,
1996,1,2,5,,58,3.7,5.9,0.68,5.26,4.05,,1014.4,0.3,7.0,,,
1996,1,2,6,,74,3.3,4.6,0.65,5.0,4.25,,1014.1,0.3,7.0,,,
1996,1,2,7,,87,2.4,3.7,0.61,4.55,4.16,,1013.9,0.5,7.0,,,
1996,1,2,8,,88,1.2,2.3,0.59,5.26,4.23,,1014.0,0.7,7.0,,,
1996,1,2,9,,117,1.0,1.9,0.55,4.35,4.17,,1013.2,1.1,6.9,,,
1996,1,2,10,,78,1.6,3.0,0.58,4.55,4.34,,1012.7,1.3,7.0,,,
1996,1,2,11,,74,1.0,2.3,0.52,4.55,4.26,,1013.3,1.7,7.0,,,
1996,1,2,12,,89,1.3,1.9,0.55,12.5,4.83,,1013.2,1.5,7.0,,,
1996,1,2,13,,76,3.1,4.3,0.53,5.0,4.54,,1012.9,1.8,6.7,,,
1996,1,2,14,,80,3.3,4.4,0.54,10.0,4.95,,1013.2,1.8,6.7,,,
1996,1,2,15,,98,3.9,5.6,0.56,9.09,5.38,,1013.3,1.7,7.0,,,
1996,1,2,16,,77,4.3,5.3,0.6,9.09,5.41,,1012.7,1.7,7.0,,,
1996,1,2,17,,84,5.1,6.8,0.66,9.09,5.03,,1011.8,1.8,7.0,,,
1996,1,2,18,,78,6.1,7.7,0.81,8.33,4.21,,1011.3,1.8,7.0,,,
