YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1982,1,1,0,,66,1.8,2.4,0.9,5.6,4.8,,1030.6,0.7,6.8,999.0,,
1982,1,1,1,,91,1.2,1.8,0.8,5.6,4.8,,1030.6,0.7,6.8,999.0,,
1982,1,1,2,,106,1.6,2.4,0.7,5.6,4.8,,1029.4,0.7,6.7,999.0,,
1982,1,1,3,,,,,,,,,9999.0,999.0,999.0,999.0,,
1982,1,1,4,,139,1.4,2.4,0.7,5.6,4.8,,1029.1,0.9,6.7,999.0,,
1982,1,1,5,,136,1.6,2.4,0.7,5.6,4.7,,1028.4,1.0,6.7,999.0,,
1982,1,1,6,,147,3.5,4.9,0.6,5.3,4.6,,1027.6,1.3,6.7,999.0,,
1982,1,1,7,,143,5.7,6.7,0.6,5.0,4.3,,1026.7,1.5,6.7,999.0,,
1982,1,1,8,,136,6.0,7.3,0.6,4.8,4.1,,1025.6,1.7,6.7,999.0,,
1982,1,1,9,,123,7.6,9.1,0.6,4.8,3.7,,1024.0,1.8,6.9,999.0,,
1982,1,1,10,,133,8.4,9.7,0.6,3.3,3.5,,1023.8,2.1,6.9,999.0,,
1982,1,1,11,,130,8.8,10.3,0.7,3.4,3.5,,1023.2,2.5,6.9,999.0,,
1982,1,1,12,,135,8.8,10.3,0.8,4.0,3.6,,1023.1,2.9,7.0,999.0,,
1982,1,1,13,,141,10.5,12.8,1.0,4.2,3.8,,1021.7,3.5,7.0,999.0,,
1982,1,1,14,,145,10.8,12.2,1.0,4.5,4.0,,1021.2,3.9,7.1,999.0,,
1982,1,1,15,,137,11.5,14.0,1.4,5.0,4.3,,1020.1,4.2,7.1,999.0,,
1982,1,1,16,,137,11.9,13.4,1.7,5.3,4.5,,1017.7,4.5,7.1,999.0,,
1982,1,1,17,,138,12.8,14.6,1.8,5.6,4.6,,1015.6,5.0,7.2,999.0,,
1982,1,1,18,,132,13.1,14.6,1.9,5.9,4.8,,1013.6,5.3,7.2,999.0,,
1982,1,1,19,,127,12.8,14.6,1.8,6.3,4.9,,1012.6,5.6,7.2,999.0,,
1982,1,1,20,,127,12.4,14.0,2.2,6.7,5.4,,1011.8,6.3,7.1,999.0,,
