YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1998,3,19,0,,231,4.4,5.4,0.92,4.76,3.85,,1026.7,2.1,3.2,999.0,,
1998,3,19,1,,193,4.9,5.5,0.89,4.0,3.98,,1025.9,2.1,3.2,999.0,,
1998,3,19,2,,177,4.6,5.3,0.8,4.55,4.04,,1025.7,2.1,3.2,999.0,,
1998,3,19,3,,154,4.0,4.5,0.77,4.35,4.03,,1025.2,1.6,3.1,999.0,,
1998,3,19,4,,133,4.9,5.6,0.71,4.0,4.06,,1024.2,1.6,3.1,999.0,,
1998,3,19,5,,100,5.1,6.1,0.61,4.0,3.87,,1023.6,1.6,3.1,999.0,,
1998,3,19,6,,70,6.5,7.7,0.54,3.85,3.83,,1022.7,1.7,3.1,999.0,,
1998,3,19,7,,84,7.8,9.0,0.62,2.86,3.37,,1021.9,1.6,3.1,999.0,,
1998,3,19,8,,84,8.3,9.9,0.79,3.33,3.5,,1020.6,2.0,3.1,999.0,,
1998,3,19,9,,83,9.0,11.3,1.01,3.7,3.79,,1020.3,2.1,3.1,999.0,,
1998,3,19,10,,82,8.4,10.7,1.12,4.0,3.98,,1020.2,2.1,3.1,999.0,,
1998,3,19,11,,78,8.7,10.4,1.3,4.35,4.1,,1019.1,2.3,3.1,999.0,,
1998,3,19,12,,80,9.9,11.9,1.52,5.0,4.31,,1018.2,2.4,3.1,999.0,,
1998,3,19,13,,76,10.3,12.2,1.59,5.0,4.33,,1017.7,2.4,3.1,999.0,,
1998,3,19,14,,72,8.1,9.8,1.71,5.56,4.51,,1018.8,2.4,3.1,999.0,,
1998,3,19,15,,68,7.7,9.0,1.71,5.88,4.71,,1018.8,2.4,3.1,999.0,,
1998,3,19,16,,68,8.1,9.9,1.79,6.25,4.86,,1017.6,2.4,3.2,999.0,,
1998,3,19,17,,66,8.3,10.6,1.77,6.25,4.84,,1016.8,2.4,3.1,999.0,,
1998,3,19,18,,72,10.5,12.6,2.05,6.25,4.91,,1014.9,2.4,3.1,999.0,,
1998,3,19,19,,70,8.6,10.4,1.96,6.25,5.03,,1014.8,2.5,3.1,999.0,,
1998,3,19,20,,54,9.5,11.3,2.01,6.25,5.14,,1014.1,2.5,3.2,999.0,,
1998,3,19,21,,63,9.8,12.3,2.07,7.14,5.18,,1013.3,2.7,3.2,999.0,,
1998,3,19,22,,61,9.4,11.3,2.0,7.14,5.2,,1013.2,2.8,3.2,999.0,,
1998,3,19,23,,50,9.8,11.9,2.11,6.67,5.09,,1013.1,2.8,3.2,999.0,,
1998,3,20,0,,48,9.9,12.3,2.12,7.14,5.23,,1012.7,2.8,3.2,999.0,,
1998,3,20,1,,,,,,,,,9999.0,999.0,999.0,999.0,,
1998,3,20,2,,45,11.4,13.8,2.6,7.69,5.54,,1010.7,2.5,3.2,999.0,,
1998,3,20,3,,45,10.5,13.0,2.67,7.69,5.57,,1010.5,2.5,3.1,999.0,,
1998,3,20,4,,40,11.0,13.3,2.47,7.69,5.51,,1009.8,2.4,3.1,999.0,,
1998,3,20,5,,41,9.6,11.8,2.38,6.67,5.5,,1009.6,2.4,3.1,999.0,,
1998,3,20,6,,31,8.7,10.0,2.46,7.69,5.53,,1009.5,2.4,3.1,999.0,,
1998,3,20,7,,17,8.7,10.3,2.45,7.14,5.57,,1008.8,2.4,3.1,999.0,,
1998,3,20,8,,24,9.7,11.9,2.41,7.14,5.53,,1007.7,2.4,3.1,999.0,,
1998,3,20,9,,18,9.4,11.2,2.22,7.14,5.42,,1007.8,2.3,3.1,999.0,,
1998,3,20,10,,17,7.8,9.9,2.25,7.14,5.42,,1009.3,2.1,3.1,999.0,,
