#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2015,12,31,23,50,272,4.4,6.5,1.09,9.09,6.12,,1013.2,6.7,8.6,3.3,,
2016,1,1,0,50,276,7.9,10.0,1.09,9.09,5.3,,1012.9,6.7,8.6,2.5,,
2016,1,1,1,50,296,7.8,9.2,1.17,10.0,4.73,,1013.0,6.3,8.6,2.0,,
2016,1,1,2,50,293,8.0,9.6,1.26,8.33,4.84,,1012.9,6.4,8.6,1.9,,
2016,1,1,3,50,275,9.3,11.2,1.55,5.88,4.88,,1012.3,6.4,8.6,1.9,,
2016,1,1,4,50,283,10.7,12.7,1.75,5.88,4.88,,1012.0,6.0,8.6,1.0,,
2016,1,1,5,50,280,9.9,11.7,1.83,5.88,4.79,,1011.6,5.7,8.6,0.9,,
2016,1,1,6,50,281,10.2,12.3,1.65,5.56,4.7,,1011.8,5.5,8.6,-1.5,,
2016,1,1,7,50,288,9.4,11.4,1.91,5.88,5.02,,1011.8,5.2,8.5,-2.1,,
2016,1,1,8,50,285,8.7,10.6,1.69,5.88,4.91,,1011.6,5.0,8.5,-1.9,,
2016,1,1,9,50,278,9.6,11.6,1.61,5.88,4.88,,1011.2,5.0,8.5,-1.7,,
2016,1,1,10,50,288,9.9,11.6,1.65,5.88,4.79,,1011.4,4.9,8.5,-2.3,,
2016,1,1,11,50,284,10.1,12.5,1.79,5.88,4.99,,1011.5,4.8,8.5,-2.4,,
2016,1,1,12,50,282,8.9,11.9,1.69,5.88,4.84,,1011.6,4.7,8.5,-2.3,,
2016,1,1,13,50,283,7.6,9.2,1.59,5.88,4.89,,1012.1,4.6,8.5,-2.8,,
2016,1,1,14,50,280,8.3,10.2,1.51,5.88,4.82,,1012.2,4.8,8.5,-2.5,,
2016,1,1,15,50,278,8.3,9.8,1.44,5.56,4.7,,1011.5,4.7,8.5,-2.5,,
2016,1,1,16,50,275,9.4,11.8,1.42,5.56,4.69,,1010.3,4.9,8.5,-2.4,,
2016,1,1,17,50,271,9.4,12.3,1.54,5.56,4.57,,1009.7,4.8,8.5,-2.1,,
2016,1,1,18,50,276,9.6,12.2,1.49,5.26,4.53,,1009.4,4.9,8.5,-2.9,,
2016,1,1,19,50,273,10.6,12.4,1.6,5.56,4.5,,1009.2,5.1,8.5,-2.1,,
2016,1,1,20,50,277,9.3,11.0,1.56,5.88,4.57,,1009.0,5.3,8.5,-3.5,,
2016,1,1,21,50,279,8.3,10.2,1.46,5.56,4.59,,1009.0,5.2,8.5,-3.2,,
2016,1,1,22,50,275,8.9,10.6,1.33,5.56,4.46,,1008.8,5.3,8.5,-3.5,,
2016,1,1,23,50,269,9.3,11.4,1.44,5.56,4.41,,1008.9,5.4,8.5,-3.2,,
2016,1,2,0,50,279,9.3,11.2,1.32,5.26,4.34,,1009.1,5.5,8.5,-3.6,,
2016,1,2,1,50,255,11.0,12.9,1.28,5.0,4.28,,1008.4,5.3,8.5,-2.6,,
2016,1,2,2,50,260,11.1,13.7,1.52,5.26,4.37,,1008.1,5.0,8.5,-2.0,,
2016,1,2,3,50,282,10.7,12.3,1.75,5.0,4.54,,1008.3,4.4,8.5,-1.3,,
2016,1,2,4,50,298,11.1,13.4,1.64,5.56,4.53,,1008.3,2.9,8.4,0.0,,
2016,1,2,5,50,281,10.5,12.4,1.83,6.25,4.8,,1008.4,3.7,8.4,-6.0,,
2016,1,2,6,50,288,10.4,13.2,1.81,6.25,4.78,,1008.5,3.2,8.4,-4.7,,
