#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 01 00 50 207  7.4  8.4  0.84  4.55  3.99 200 1024.5   4.9   5.0 999.0 99.0 99.00
2019 01 01 01 50 212  8.0  9.8  0.85  4.76  4.15 199 1023.6   5.0   5.0 999.0 99.0 99.00
2019 01 01 02 50 197  9.5 10.8  0.95  5.26  4.08 201 1021.6   4.9   5.0 999.0 99.0 99.00
2019 01 01 03 50 191 10.4 13.7  1.14  5.26  4.12 202 1020.8   4.9   5.0 999.0 99.0 99.00
2019 01 01 04 50 182 11.8 13.8  1.44  5.56  4.49 204 1019.0   4.6   5.1 999.0 99.0 99.00
2019 01 01 05 50 173 12.7 15.1  1.81  5.56  4.72 200 1017.1   4.3   5.4 999.0 99.0 99.00
2019 01 01 06 50 170 14.3 17.4  2.02  6.25  4.90 206 1016.0   2.5   5.8 999.0 99.0 99.00
2019 01 01 07 50 167 13.7 15.9  2.43  6.67  5.19 201 1014.4   1.7   5.9 999.0 99.0 99.00
2019 01 01 08 50 160 15.2 17.9  2.90  7.14  5.41 205 1010.9   1.7   5.6 999.0 99.0 99.00
2019 01 01 09 50 152 17.1 20.7  2.90  7.14  5.39 203 1006.0   1.8   5.3 999.0 99.0 99.00
2019 01 01 10 50 143 17.9 22.6  3.77  7.69  6.07 187 1001.7   2.4   5.3 999.0 99.0 99.00
2019 01 01 11 50 138 18.3 22.0  4.02  8.33  6.35 170  997.6   3.0   5.2 999.0 99.0 99.00
2019 01 01 12 50 149 17.8 21.4  3.92  8.33  6.39 177  996.1   4.0   5.2 999.0 99.0 99.00
2019 01 01 13 50 152 15.7 19.6  3.98  8.33  6.58 177  993.6   4.7   5.1 999.0 99.0 99.00
2019 01 01 14 50 162 11.3 13.9  4.58  9.09  7.28 174  991.7   5.6   5.2 999.0 99.0 99.00
2019 01 01 15 50 233 11.9 14.4  4.20  9.09  7.21 174  990.7   7.7   5.2 999.0 99.0 99.00
2019 01 01 16 50 238 13.2 16.7  3.48  9.09  6.78 166  990.5   7.1   5.3 999.0 99.0 99.00
2019 01 01 17 50 265 14.1 17.2  3.43 10.00  6.64 182  991.2   8.0   5.4 999.0 99.0 99.00
2019 01 01 18 50 287 14.9 19.2  3.29 10.00  6.23 184  994.3   6.6   5.6 999.0 99.0 99.00
2019 01 01 19 50 303 15.5 20.5  2.87  9.09  5.76 164  997.1   6.0   5.8 999.0 99.0 99.00
2019 01 01 20 50 298 15.4 20.2  2.91  9.09  5.73 167  999.2   5.6   5.9 999.0 99.0 99.00
2019 01 01 21 50 307 13.1 16.2  2.63  8.33  5.47 165 1001.8   4.4   6.1 999.0 99.0 99.00
2019 01 01 22 50 312 14.9 18.6  2.45  5.26  5.40 289 1003.1   3.5   6.2 999.0 99.0 99.00
2019 01 01 23 50 324 12.4 15.9  2.41  5.26  5.27 302 1006.4   2.7   6.4 999.0 99.0 99.00
2019 01 02 00 50 313 11.1 13.2  2.17  5.56  5.37 321 1008.9   2.6   6.4 999.0 99.0 99.00
2019 01 02 01 50 316 14.2 17.0  1.90  9.09  5.20 164 1009.4   2.3   6.2 999.0 99.0 99.00
2019 01 02 02 50 315 13.5 16.2  2.05  5.26  5.27 308 1009.9   0.9   5.8 999.0 99.0 99.00
2019 01 02 03 50 325 13.4 15.5  2.00  5.00  5.17 303 1012.1  -0.6   5.7 999.0 99.0 99.00
2019 01 02 04 50 323 12.4 15.5  2.12  5.26  5.26 319 1014.0  -1.6   5.6 999.0 99.0 99.00
2019 01 02 05 50 323 13.9 17.2  2.02  5.00  5.10 310 1015.5  -2.9   5.6 999.0 99.0 99.00
2019 01 02 06 50 306 11.3 13.8  1.81  5.00  5.06 306 1016.7  -3.5   5.5 999.0 99.0 99.00
2019 01 02 07 50 313 10.7 13.2  1.76  9.09  4.99 189 1018.8  -4.5   5.5 999.0 99.0 99.00
2019 01 02 08 50 314 11.5 13.9  1.76  8.33  5.04 186 1019.0  -5.7   5.5 999.0 99.0 99.00
2019 01 02 09 50 323 10.5 13.2  1.62  4.76  4.74 320 1019.8  -6.2   5.4 999.0 99.0 99.00
2019 01 02 10 50 326 11.7 14.0  1.63 10.00  4.97 172 1020.8  -6.6   5.3 999.0 99.0 99.00
