#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2016,12,31,23,50,,7.5,9.7,1.26,6.25,4.96,222,1017.6,2.3,8.2,999.0,,
2017,1,1,0,50,,11.3,13.2,1.35,10.0,4.97,177,1017.0,4.2,8.3,999.0,,
2017,1,1,1,50,,11.6,14.1,1.57,10.0,4.72,170,1015.5,4.7,8.2,999.0,,
2017,1,1,2,50,,13.4,16.3,2.05,5.56,4.78,224,1014.6,4.8,8.3,999.0,,
2017,1,1,3,50,,13.6,15.9,2.27,5.88,5.19,215,1013.1,4.9,8.2,999.0,,
2017,1,1,4,50,,14.0,17.6,2.66,7.14,5.53,217,1011.5,5.2,8.2,999.0,,
2017,1,1,5,50,,15.4,19.1,3.13,7.69,5.93,214,1010.2,5.5,8.2,999.0,,
2017,1,1,6,50,,14.4,17.3,3.53,7.69,6.47,213,1009.4,5.7,8.2,999.0,,
2017,1,1,7,50,,11.4,14.6,3.71,9.09,6.81,209,1009.6,4.1,8.3,999.0,,
2017,1,1,8,50,,8.9,10.7,3.5,8.33,6.78,203,1009.1,4.0,8.3,999.0,,
2017,1,1,9,50,,8.2,9.8,3.68,9.09,7.33,217,1009.2,3.2,8.3,999.0,,
2017,1,1,10,50,,8.3,9.9,3.59,9.09,7.33,206,1009.6,3.4,8.3,999.0,,
2017,1,1,11,50,,8.8,10.4,3.23,9.09,7.0,213,1009.8,3.6,8.3,999.0,,
2017,1,1,12,50,,9.7,11.4,3.03,9.09,6.81,209,1010.4,3.3,8.2,999.0,,
2017,1,1,13,50,,9.8,11.7,2.81,8.33,6.45,208,1010.8,3.6,8.2,999.0,,
2017,1,1,14,50,,10.1,12.3,2.46,8.33,5.99,210,1011.8,3.8,8.2,999.0,,
2017,1,1,15,50,,7.6,9.1,2.4,8.33,5.86,194,1011.7,3.7,8.3,999.0,,
2017,1,1,16,50,,9.2,10.9,2.48,8.33,6.0,193,1012.0,3.6,8.3,999.0,,
2017,1,1,17,50,,8.2,9.8,2.21,8.33,6.18,191,1012.8,3.5,8.3,999.0,,
2017,1,1,18,50,,9.1,10.9,2.15,8.33,5.88,186,1013.9,3.8,8.3,999.0,,
2017,1,1,19,50,,9.4,11.6,2.11,8.33,6.24,193,1015.0,4.0,8.3,999.0,,
2017,1,1,20,50,,9.9,12.3,2.13,8.33,6.34,198,1016.7,3.8,8.3,999.0,,
2017,1,1,21,50,,9.7,12.2,1.92,8.33,6.01,208,1018.5,4.1,8.3,999.0,,
2017,1,1,22,50,,11.3,14.2,2.07,7.69,5.89,216,1019.9,3.8,8.3,999.0,,
2017,1,1,23,50,,13.1,16.6,2.12,7.69,5.3,218,1022.0,2.6,8.3,999.0,,
2017,1,2,0,50,,13.2,16.2,2.28,7.14,5.48,210,1023.3,1.9,8.3,999.0,,
2017,1,2,1,50,,11.1,13.8,2.16,7.14,5.13,218,1025.1,1.7,8.3,999.0,,
2017,1,2,2,50,,11.5,13.9,2.26,8.33,5.5,192,1026.1,1.2,8.2,999.0,,
2017,1,2,3,50,,10.9,13.5,2.06,7.14,5.41,212,1026.7,0.6,8.2,999.0,,
2017,1,2,4,50,,9.7,12.5,1.87,7.69,5.47,200,1028.1,0.1,8.2,999.0,,
2017,1,2,5,50,,8.2,10.6,1.86,7.69,5.33,204,1028.4,-0.4,8.2,999.0,,
2017,1,2,6,50,,9.0,11.0,1.83,8.33,5.33,195,1029.4,-0.4,8.2,999.0,,
2017,1,2,7,50,,8.5,10.1,1.71,7.69,5.24,204,1029.8,-0.3,8.2,999.0,,
2017,1,2,8,50,,8.0,10.1,1.53,7.14,5.11,222,1030.7,0.0,8.2,999.0,,
2017,1,2,9,50,,8.8,11.1,1.48,6.25,5.05,218,1031.6,-0.2,8.2,999.0,,
2017,1,2,10,50,,8.4,10.4,1.34,6.67,4.96,212,1032.3,-0.5,8.2,999.0,,
2017,1,2,11,50,,5.8,7.4,1.19,7.14,4.95,206,1033.1,-0.2,8.2,999.0,,
2017,1,2,12,50,,5.4,6.5,1.05,10.0,5.15,171,1033.8,0.2,8.2,999.0,,
2017,1,2,13,50,,4.0,5.6,1.02,10.0,5.08,172,1034.1,1.1,8.2,999.0,,
2017,1,2,14,50,,3.6,5.0,0.93,9.09,5.54,172,1035.1,0.9,8.2,999.0,,
2017,1,2,15,50,,5.1,6.6,0.96,9.09,6.04,177,1034.9,1.6,8.2,999.0,,
2017,1,2,16,50,,4.8,6.4,0.88,8.33,6.03,167,1034.2,1.9,8.2,999.0,,
2017,1,2,17,50,,4.8,6.4,0.83,9.09,5.54,182,1033.2,2.2,8.3,999.0,,
2017,1,2,18,50,,4.4,5.8,0.89,10.0,5.94,164,1033.3,2.7,8.3,999.0,,
