#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2017,12,31,23,50,,,,1.4,5.88,4.15,150,1016.0,999.0,7.7,999.0,,
2018,1,1,0,50,,,,1.49,4.35,4.31,280,1016.5,999.0,7.8,999.0,,
2018,1,1,1,50,,,,1.46,5.0,4.35,258,1016.6,999.0,7.9,999.0,,
2018,1,1,2,50,,,,1.41,4.76,4.19,281,1017.2,999.0,7.9,999.0,,
2018,1,1,3,50,,,,1.5,4.55,4.38,294,1017.9,999.0,7.8,999.0,,
2018,1,1,4,50,,,,1.38,6.25,4.42,237,1017.8,999.0,7.8,999.0,,
2018,1,1,5,50,,,,1.41,4.55,4.3,289,1017.9,999.0,7.7,999.0,,
2018,1,1,6,50,,,,1.28,4.35,4.14,288,1018.0,999.0,7.6,999.0,,
2018,1,1,7,50,,,,1.2,4.17,4.08,314,1018.1,999.0,7.4,999.0,,
2018,1,1,8,50,,,,1.27,4.17,4.2,287,1018.0,999.0,7.4,999.0,,
2018,1,1,9,50,,,,1.23,4.76,4.08,269,1018.2,999.0,7.3,999.0,,
2018,1,1,10,50,,,,1.11,4.17,3.99,314,1018.4,999.0,7.5,999.0,,
2018,1,1,11,50,,,,1.15,4.35,4.01,333,1018.2,999.0,7.6,999.0,,
2018,1,1,12,50,,,,1.14,4.35,4.01,288,1018.4,999.0,7.7,999.0,,
2018,1,1,13,50,,,,1.17,4.55,3.94,303,1018.6,999.0,7.8,999.0,,
2018,1,1,14,50,,,,1.26,4.76,4.14,302,1018.8,999.0,7.9,999.0,,
2018,1,1,15,50,,,,1.18,4.17,4.02,309,1017.9,999.0,7.8,999.0,,
2018,1,1,16,50,,,,1.12,4.17,3.9,315,1017.2,999.0,7.8,999.0,,
2018,1,1,17,50,,,,1.0,4.0,3.79,319,1016.7,999.0,7.6,999.0,,
2018,1,1,18,50,,,,0.92,3.45,3.84,325,1016.9,999.0,7.5,999.0,,
2018,1,1,19,50,,,,0.85,3.57,3.67,298,1017.2,999.0,7.3,999.0,,
2018,1,1,20,50,,,,0.86,3.7,3.72,320,1017.7,999.0,7.2,999.0,,
2018,1,1,21,50,,,,0.88,4.17,3.5,310,1018.4,999.0,7.2,999.0,,
2018,1,1,22,50,,,,0.97,3.85,3.75,322,1018.6,999.0,7.3,999.0,,
2018,1,1,23,50,,,,0.96,4.17,3.72,305,1018.6,999.0,7.4,999.0,,
2018,1,2,0,50,,,,1.12,4.17,3.86,288,1018.9,999.0,7.6,999.0,,
2018,1,2,1,50,,,,1.17,4.35,3.95,291,1019.0,999.0,7.8,999.0,,
2018,1,2,2,50,,,,1.14,4.35,3.95,290,1019.2,999.0,7.8,999.0,,
2018,1,2,3,50,,,,1.11,4.17,3.89,298,1018.9,999.0,7.8,999.0,,
2018,1,2,4,50,,,,1.01,4.17,3.78,304,1018.8,999.0,7.8,999.0,,
2018,1,2,5,50,,,,0.96,3.57,3.68,314,1018.4,999.0,7.7,999.0,,
2018,1,2,6,50,,,,0.83,3.7,3.67,303,1019.0,999.0,7.5,999.0,,
2018,1,2,7,50,,,,0.76,4.0,3.65,289,1019.2,999.0,7.3,999.0,,
2018,1,2,8,50,,,,0.76,3.57,3.58,317,1018.7,999.0,7.1,999.0,,
2018,1,2,9,50,,,,0.74,3.45,3.56,322,1019.0,999.0,7.0,999.0,,
2018,1,2,10,50,,,,0.81,3.45,3.62,330,1019.5,999.0,7.2,999.0,,
2018,1,2,11,50,,,,0.85,3.7,3.71,300,1019.7,999.0,7.4,999.0,,
2018,1,2,12,50,,,,1.0,5.0,3.84,181,1019.9,999.0,7.6,999.0,,
2018,1,2,13,50,,,,1.16,3.7,4.0,310,1020.5,999.0,7.7,999.0,,
2018,1,2,14,50,,,,1.23,5.26,4.23,248,1020.4,999.0,7.8,999.0,,
2018,1,2,15,50,,,,1.25,5.26,4.21,235,1020.0,999.0,7.8,999.0,,
2018,1,2,16,50,,,,1.16,5.0,4.2,243,1019.2,999.0,7.8,999.0,,
2018,1,2,17,50,,,,1.18,5.56,4.38,277,1018.9,999.0,7.7,999.0,,
2018,1,2,18,50,,,,1.18,5.88,4.61,237,1019.1,999.0,7.5,999.0,,
2018,1,2,19,50,,,,1.05,5.56,4.38,244,1019.2,999.0,7.1,999.0,,
2018,1,2,20,50,,,,0.97,5.88,4.18,217,1019.8,999.0,7.0,999.0,,
2018,1,2,21,50,,,,0.92,5.56,4.13,219,1020.0,999.0,7.0,999.0,,
2018,1,2,22,50,,,,1.03,5.56,3.99,226,1020.3,999.0,7.0,999.0,,
2018,1,2,23,50,,,,1.02,4.76,3.87,246,1020.7,999.0,7.0,999.0,,
2018,1,3,0,50,,,,1.17,4.55,4.0,271,1020.8,999.0,7.3,999.0,,
2018,1,3,1,50,,,,1.18,5.26,4.04,238,1020.1,999.0,7.5,999.0,,
2018,1,3,2,50,,,,1.29,4.76,4.24,220,1019.9,999.0,7.7,999.0,,
2018,1,3,3,50,,,,1.22,5.56,4.2,224,1019.6,999.0,7.8,999.0,,
2018,1,3,4,50,,,,1.41,5.88,4.51,230,1019.7,999.0,7.7,999.0,,
2018,1,3,5,50,,,,1.35,5.56,4.49,238,1020.2,999.0,7.7,999.0,,
2018,1,3,6,50,,,,1.36,5.88,4.82,229,1020.7,999.0,7.5,999.0,,
2018,1,3,7,50,,,,1.3,5.88,4.73,228,1021.4,999.0,7.1,999.0,,
2018,1,3,8,50,,,,1.3,6.25,4.96,217,1021.9,999.0,7.1,999.0,,
2018,1,3,9,50,,,,1.43,7.14,5.19,215,1022.4,999.0,7.1,999.0,,
2018,1,3,10,50,,,,1.54,7.14,5.49,230,1023.0,999.0,7.0,999.0,,
