#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 12 31 23 50 205  5.8  7.2 99.00 99.00 99.00 999  991.6   7.5   8.0   7.5 99.0 99.00
2020 01 01 00 50 305 12.2 15.0 99.00 99.00 99.00 999  992.2   3.0   7.9   3.0 99.0 99.00
2020 01 01 01 50 289 10.8 13.1 99.00 99.00 99.00 999  994.5   1.6   7.9   1.6 99.0 99.00
2020 01 01 02 50 299 10.3 12.8 99.00 99.00 99.00 999  994.2   1.0   7.8   0.7 99.0 99.00
2020 01 01 03 50 292  9.1 11.6 99.00 99.00 99.00 999  994.6   0.7   7.8   0.1 99.0 99.00
2020 01 01 04 50 287  9.7 11.6 99.00 99.00 99.00 999  994.6   0.8   7.7  -0.2 99.0 99.00
2020 01 01 05 50 274  8.7 10.7 99.00 99.00 99.00 999  995.0   0.5   7.7  -0.7 99.0 99.00
2020 01 01 06 50 278  8.9 10.5 99.00 99.00 99.00 999  995.5   0.8   7.7  -0.6 99.0 99.00
2020 01 01 07 50 275  9.6 12.2 99.00 99.00 99.00 999  995.8   1.0   7.7  -0.7 99.0 99.00
2020 01 01 08 50 268  7.5  9.4 99.00 99.00 99.00 999  995.6   1.2   7.7  -0.6 99.0 99.00
2020 01 01 09 50 269  7.3  9.5 99.00 99.00 99.00 999  995.6   1.8   7.9  -0.5 99.0 99.00
2020 01 01 10 50 265  7.7  9.3 99.00 99.00 99.00 999  995.8   2.3   7.9   0.2 99.0 99.00
2020 01 01 11 50 263  7.7  9.6 99.00 99.00 99.00 999  995.8   2.8   7.9   0.8 99.0 99.00
2020 01 01 12 50 279  7.4  8.6 99.00 99.00 99.00 999  995.9   3.0   7.9   0.8 99.0 99.00
2020 01 01 13 50 287  8.2  9.9 99.00 99.00 99.00 999  996.4   2.9   7.9   0.5 99.0 99.00
2020 01 01 14 50 289  9.0 12.0 99.00 99.00 99.00 999  996.7   3.0   7.9  -1.3 99.0 99.00
2020 01 01 15 50 286  9.0 11.8 99.00 99.00 99.00 999  996.3   2.8   7.9  -1.4 99.0 99.00
2020 01 01 16 50 268  8.0 10.0 99.00 99.00 99.00 999  995.7   3.2   7.8  -1.2 99.0 99.00
2020 01 01 17 50 266  9.9 11.8 99.00 99.00 99.00 999  995.4   3.5   7.8  -1.2 99.0 99.00
2020 01 01 18 50 269 10.2 12.5 99.00 99.00 99.00 999  995.5   3.8   7.9  -1.7 99.0 99.00
2020 01 01 19 50 273 10.0 12.7 99.00 99.00 99.00 999  996.0   3.8   7.9  -2.0 99.0 99.00
2020 01 01 20 50 279 11.4 14.7 99.00 99.00 99.00 999  996.5   4.1   7.9  -1.9 99.0 99.00
2020 01 01 21 50 278 11.7 14.1 99.00 99.00 99.00 999  997.0   4.1   7.8  -0.9 99.0 99.00
2020 01 01 22 50 279 11.5 14.4 99.00 99.00 99.00 999  997.7   3.8   7.8  -0.9 99.0 99.00
2020 01 01 23 50 287 10.7 13.1 99.00 99.00 99.00 999  998.7   3.4   7.8  -1.1 99.0 99.00
2020 01 02 00 50 281 11.5 13.9 99.00 99.00 99.00 999  999.2   3.6   7.8  -1.1 99.0 99.00
2020 01 02 01 50 288 12.6 15.5 99.00 99.00 99.00 999 1000.0   3.6   7.9  -1.5 99.0 99.00
2020 01 02 02 50 286 12.3 15.2 99.00 99.00 99.00 999 1000.8   3.3   7.9  -2.3 99.0 99.00
2020 01 02 03 50 282 11.2 14.3 99.00 99.00 99.00 999 1001.2   3.5   7.9  -2.0 99.0 99.00
2020 01 02 04 50 285 12.4 15.2 99.00 99.00 99.00 999 1001.4   3.5   7.9  -1.7 99.0 99.00
2020 01 02 05 50 284 11.1 14.3 99.00 99.00 99.00 999 1002.0   3.4   7.9  -2.3 99.0 99.00
2020 01 02 06 50 284 12.7 16.3 99.00 99.00 99.00 999 1002.7   3.5   7.9  -2.3 99.0 99.00
2020 01 02 07 50 279 11.4 13.0 99.00 99.00 99.00 999 1003.2   3.5   7.8  -2.2 99.0 99.00
2020 01 02 08 50 286 12.0 15.0 99.00 99.00 99.00 999 1004.0   3.7   7.8  -2.8 99.0 99.00
2020 01 02 09 50 274 12.7 15.6 99.00 99.00 99.00 999 1004.7   3.7   7.9  -2.4 99.0 99.00
2020 01 02 10 50 272 11.9 14.2 99.00 99.00 99.00 999 1005.5   3.6   7.9  -1.5 99.0 99.00
2020 01 02 11 50 278 12.2 14.6 99.00 99.00 99.00 999 1006.2   3.4   7.9  -2.0 99.0 99.00
2020 01 02 12 50 282 12.3 15.1 99.00 99.00 99.00 999 1006.8   3.3   7.9  -3.0 99.0 99.00
2020 01 02 13 50 277 11.7 13.7 99.00 99.00 99.00 999 1007.6   3.2   7.9  -3.3 99.0 99.00
2020 01 02 14 50 282 10.9 13.4 99.00 99.00 99.00 999 1008.1   3.1   7.9  -4.1 99.0 99.00
2020 01 02 15 50 284 10.8 13.0 99.00 99.00 99.00 999 1007.6   2.8   7.9  -3.6 99.0 99.00
2020 01 02 16 50 288  9.2 10.7 99.00 99.00 99.00 999 1007.0   2.6   7.9  -4.0 99.0 99.00
2020 01 02 17 50 268  9.6 11.5 99.00 99.00 99.00 999 1006.7   2.9   7.8  -3.9 99.0 99.00
2020 01 02 18 50 269  9.4 11.3 99.00 99.00 99.00 999 1007.0   3.2   7.8  -4.2 99.0 99.00
2020 01 02 19 50 266  9.7 12.4 99.00 99.00 99.00 999 1007.7   3.3   7.8  -3.2 99.0 99.00
2020 01 02 20 50 265  8.7 10.9 99.00 99.00 99.00 999 1008.5   3.7   7.8  -2.3 99.0 99.00
2020 01 02 21 50 277  7.0  8.3 99.00 99.00 99.00 999 1008.9   3.9   7.8  -2.5 99.0 99.00
