#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 12 31 23 50 341  7.1  9.1  3.23 10.00  8.23 111  999.6   0.1   6.5  -1.8 99.0 99.00
2020 01 01 00 50 330  5.1  6.9  2.89 10.00  8.10 101  999.6   0.0   6.4  -1.9 99.0 99.00
2020 01 01 01 50 303  4.8  6.6  2.82 10.00  8.33 106  999.6  -0.1   6.3  -2.0 99.0 99.00
2020 01 01 02 50 306  3.8  5.3  2.42 10.00  8.24  99  999.4  -0.1   6.2  -2.2 99.0 99.00
2020 01 01 03 50 296  2.5  3.9  2.41 10.00  8.41 110  998.9   0.1   6.2  -2.1 99.0 99.00
2020 01 01 04 50 233  2.7  4.6  2.05 10.00  8.31 109  997.9   0.7   6.4  -1.3 99.0 99.00
2020 01 01 05 50 229  5.4  6.7  2.00 10.00  8.49 108  997.2   2.2   6.4   1.1 99.0 99.00
2020 01 01 06 50 238  7.9  9.4  1.86 10.00  7.90 106  996.7   2.4   6.4   1.4 99.0 99.00
2020 01 01 07 50 245  8.8 11.0  1.76 10.00  6.91  91  996.5   2.7   6.5   0.7 99.0 99.00
2020 01 01 08 50 247  9.0 11.4  1.82 10.00  6.52 107  996.6   3.0   6.5  -0.4 99.0 99.00
2020 01 01 09 50 256  9.9 12.4  1.66 10.00  5.97 114  997.0   2.7   6.5  -1.6 99.0 99.00
2020 01 01 10 50 262 10.9 13.3  1.56 10.00  5.96 119  997.4   2.3   6.4  -2.6 99.0 99.00
2020 01 01 11 50 267 10.7 13.0  1.48 10.00  5.91 117  997.5   2.0   6.4  -2.1 99.0 99.00
2020 01 01 12 50 258  9.3 11.1  1.53 10.00  5.99 113  998.0   1.9   6.4  -2.5 99.0 99.00
2020 01 01 13 50 235  7.7  9.2  1.55 10.00  6.33 109  998.8   1.7   6.4  -2.8 99.0 99.00
2020 01 01 14 50 263  9.9 12.2  1.45 10.00  5.73  99  998.7   2.2   6.4  -2.3 99.0 99.00
2020 01 01 15 50 258  8.8 10.6  1.37 10.00  5.09  97  998.8   2.7   6.0  -2.6 99.0 99.00
2020 01 01 16 50 256  8.9 10.8  1.31 10.00  4.92 101  998.3   3.2   5.9  -2.3 99.0 99.00
2020 01 01 17 50 265 10.8 13.2  1.25 10.00  4.71  92  997.9   3.9   6.0  -2.9 99.0 99.00
2020 01 01 18 50 254 10.0 12.4  1.28 10.00  4.73 100  998.3   3.8   6.1  -2.3 99.0 99.00
2020 01 01 19 50 250 10.0 12.3  1.26 10.00  4.65 105  998.7   3.7   6.0  -2.3 99.0 99.00
2020 01 01 20 50 267  8.9 10.9  1.17 10.00  4.82  93  999.6   3.7   6.0  -2.6 99.0 99.00
2020 01 01 21 50 264  9.7 11.3  0.99 10.00  4.40 115 1000.5   3.5   5.9  -2.3 99.0 99.00
2020 01 01 22 50 259  8.8 10.3  1.03 10.00  4.32  93 1001.3   3.2   6.0  -2.5 99.0 99.00
2020 01 01 23 50 261  8.6 10.4  0.97 10.00  4.36 103 1002.0   2.9   6.0  -2.3 99.0 99.00
2020 01 02 00 50 279 10.1 12.7  0.98  9.09  4.44 110 1002.4   2.8   5.9  -2.0 99.0 99.00
2020 01 02 01 50 265 11.1 13.2  1.05 10.00  4.26  95 1003.2   2.9   5.9  -1.9 99.0 99.00
2020 01 02 02 50 257 11.5 13.1  1.13 10.00  4.34  94 1003.8   2.5   6.1  -1.8 99.0 99.00
2020 01 02 03 50 254  9.4 11.6  1.17  5.00  4.36 198 1004.5   2.5   6.1  -1.6 99.0 99.00
2020 01 02 04 50 250  7.1  8.8  1.07  4.55  4.54 199 1005.1   2.3   6.1  -1.7 99.0 99.00
2020 01 02 05 50 258  9.4 11.0  1.10  5.26  4.45 192 1005.1   2.5   6.1  -2.1 99.0 99.00
2020 01 02 06 50 247  9.2 10.9  1.03  5.00  4.28 202 1006.2   2.2   6.1  -2.2 99.0 99.00
2020 01 02 07 50 252  8.2  9.3  0.98  4.76  4.19 207 1006.8   2.2   6.1  -2.3 99.0 99.00
2020 01 02 08 50 246 10.5 12.4  1.00  5.26  4.28 196 1007.1   2.2   6.1  -1.9 99.0 99.00
2020 01 02 09 50 238  9.9 11.4  1.09  4.55  4.03 201 1007.6   2.5   6.2  -2.6 99.0 99.00
2020 01 02 10 50 237  9.9 11.8  1.01  4.76  4.06 206 1008.2   2.3   6.2  -2.5 99.0 99.00
2020 01 02 11 50 243 10.1 11.5  1.04  4.76  4.02 204 1008.7   1.8   6.2  -2.9 99.0 99.00
2020 01 02 12 50 254  8.8 10.1  1.10  5.00  4.13 203 1009.6   1.4   6.2  -3.2 99.0 99.00
2020 01 02 13 50 249  8.5 10.0  0.93  5.00  3.91 200 1010.2   1.0   6.3  -3.4 99.0 99.00
2020 01 02 14 50 264  7.2  8.5  0.89  5.00  4.13 198 1010.1   1.3   6.1  -4.1 99.0 99.00
2020 01 02 15 50 246  7.4  9.1  0.81  5.00  4.06 194 1009.7   1.4   6.1  -4.2 99.0 99.00
2020 01 02 16 50 237  8.9 10.5  0.87  4.76  3.94 205 1008.6   1.9   6.0  -3.6 99.0 99.00
2020 01 02 17 50 235  8.0  9.7  0.92  5.00  4.01 194 1008.4   2.3   6.1  -3.8 99.0 99.00
2020 01 02 18 50 231  7.9  9.2  0.83  5.00  3.95 191 1008.1   3.3   6.1  -3.3 99.0 99.00
2020 01 02 19 50 235  7.7  9.4  0.79  4.76  3.83 192 1008.7   4.1   6.1  -2.3 99.0 99.00
2020 01 02 20 50 230  7.3  8.2  0.78  5.00  3.87 192 1009.0   5.0   6.1  -1.7 99.0 99.00
2020 01 02 21 50 225  8.0  9.2  0.72  4.76  3.84 192 1008.8   5.0   6.0  -1.5 99.0 99.00
2020 01 02 22 50 231  7.6  9.1  0.82  5.00  3.89 187 1009.0   5.0   6.0  -0.9 99.0 99.00
2020 01 02 23 50 222  7.2  8.2  0.83  4.55  3.91 196 1008.3   5.6   6.1   0.3 99.0 99.00
2020 01 03 00 50 232  7.7  8.8  0.74  4.76  3.70 181 1008.8   5.8   6.3   0.0 99.0 99.00
2020 01 03 01 50 225  6.6  7.9  0.68  4.55  3.76 187 1008.2   5.4   6.2  -0.1 99.0 99.00
2020 01 03 02 50 214  6.4  7.6  0.71  5.00  3.83 174 1007.8   5.9   6.2   2.0 99.0 99.00
2020 01 03 03 50 228  9.7 11.5  0.73  4.55  3.83 176 1007.6   6.1   6.2   0.7 99.0 99.00
2020 01 03 04 50 231  7.8  9.4  0.91  4.76  3.89 183 1006.1   5.3   6.0  -0.2 99.0 99.00
2020 01 03 05 50 237  7.5  9.0  1.02  5.26  4.20 175 1006.0   5.0   5.9   0.0 99.0 99.00
2020 01 03 06 50 236  7.1  8.3  1.06  5.26  4.47 169 1005.4   4.7   5.8  -1.1 99.0 99.00
2020 01 03 07 50 259  6.6  7.6  0.97  5.56  4.35 161 1006.4   4.5   5.8  -0.6 99.0 99.00
2020 01 03 08 50 253  6.4  7.4  0.91  5.56  4.43 166 1006.2   4.4   5.8  -0.7 99.0 99.00
2020 01 03 09 50 252  6.6  7.6  0.87  5.00  4.33 171 1006.3   4.6   5.8  -0.3 99.0 99.00
2020 01 03 10 50 240  6.4  7.4  0.86  5.88  4.26 152 1006.8   4.7   5.9   0.2 99.0 99.00
2020 01 03 11 50 240  6.6  7.6  0.77  5.26  4.21 166 1005.9   4.8   6.0  -0.1 99.0 99.00
2020 01 03 12 50 244  6.1  7.4  0.77  5.56  4.14 160 1006.8   5.2   6.0   0.8 99.0 99.00
2020 01 03 13 50 252  5.9  6.7  0.78  4.76  4.23 172 1007.2   5.6   6.0   0.9 99.0 99.00
2020 01 03 14 50 238  7.0  8.3  0.73  4.76  4.23 175 1007.2   5.7   5.9   1.3 99.0 99.00
2020 01 03 15 50 246  4.8  5.8  0.72  5.56  4.22 156 1007.3   5.7   6.0   1.2 99.0 99.00
