YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2001,1,1,0,,276,9.7,11.9,1.59,10.0,6.23,,996.8,0.0,5.5,-5.3,,
2001,1,1,1,,274,9.2,11.3,1.54,11.11,6.46,,997.8,-0.3,5.1,-5.3,,
2001,1,1,2,,270,10.0,12.1,1.56,11.11,6.55,,998.5,-0.4,5.2,-5.5,,
2001,1,1,3,,269,9.3,10.8,1.52,11.11,6.19,,999.5,-0.7,5.2,-5.6,,
2001,1,1,4,,274,9.4,11.2,1.39,11.11,5.84,,1000.2,-1.2,5.3,-6.3,,
2001,1,1,5,,274,9.0,11.0,1.25,11.11,5.47,,1001.0,-1.6,5.3,-6.4,,
2001,1,1,6,,278,9.0,10.9,1.18,10.0,5.06,,1002.0,-1.8,5.5,-6.9,,
2001,1,1,7,,276,9.6,11.9,1.06,11.11,4.93,,1002.7,-2.1,5.6,-7.3,,
2001,1,1,8,,288,9.1,10.8,1.07,11.11,4.91,,1004.0,-2.4,5.3,-6.9,,
2001,1,1,9,,278,9.4,10.7,0.94,11.11,4.58,,1004.8,-2.6,5.1,-7.8,,
2001,1,1,10,,283,10.8,13.2,0.89,4.76,4.35,,1005.7,-2.6,5.1,-7.2,,
2001,1,1,11,,288,9.4,11.5,0.99,10.0,4.38,,1007.1,-3.0,5.5,-8.2,,
2001,1,1,12,,289,9.9,12.4,0.87,11.11,4.42,,1008.1,-3.1,5.1,-8.2,,
2001,1,1,13,,291,8.2,10.4,0.79,11.11,4.26,,1009.7,-3.3,4.9,-8.8,,
2001,1,1,14,,301,6.6,8.3,0.72,11.11,4.9,,1011.2,-3.1,4.7,-8.4,,
2001,1,1,15,,319,7.3,9.1,0.6,11.11,4.54,,1012.5,-2.5,4.4,-8.9,,
2001,1,1,16,,322,8.4,10.3,0.65,11.11,4.55,,1012.6,-1.5,4.4,-8.2,,
2001,1,1,17,,325,8.6,11.5,0.7,11.11,4.34,,1012.9,-0.8,5.1,-8.0,,
2001,1,1,18,,329,8.4,10.4,0.7,11.11,3.98,,1012.7,-0.3,5.2,-7.1,,
2001,1,1,19,,335,9.0,11.3,0.66,11.11,3.95,,1013.2,0.1,5.1,-6.7,,
2001,1,1,20,,317,7.7,9.9,0.59,11.11,4.01,,1014.2,0.1,5.1,-6.3,,
2001,1,1,21,,311,7.4,9.2,0.53,11.11,3.96,,1015.7,-0.7,5.5,-8.5,,
2001,1,1,22,,326,6.0,8.7,0.52,11.11,4.84,,1016.6,-1.1,5.6,-9.1,,
2001,1,1,23,,344,6.2,7.4,0.53,11.11,4.64,,1017.4,-1.2,5.8,-7.8,,
2001,1,2,0,,329,5.8,7.1,0.49,10.0,4.97,,1018.1,-1.5,5.8,-7.0,,
2001,1,2,1,,330,8.2,9.8,0.55,10.0,4.14,,1018.9,-2.6,5.9,-8.5,,
2001,1,2,2,,339,10.7,12.8,0.68,9.09,3.79,,1018.8,-3.3,5.9,-8.1,,
2001,1,2,3,,344,9.8,12.2,0.8,10.0,3.86,,1018.9,-3.7,6.0,-8.0,,
2001,1,2,4,,341,8.5,10.4,0.7,11.11,3.83,,1019.1,-4.1,5.9,-8.8,,
2001,1,2,5,,347,8.0,9.6,0.68,10.0,4.08,,1019.0,-4.3,6.0,-8.6,,
2001,1,2,6,,352,8.2,9.5,0.64,10.0,3.94,,1019.0,-4.6,6.0,-8.8,,
2001,1,2,7,,6,8.3,10.2,0.61,3.13,3.67,,1019.0,-4.6,5.6,-9.0,,
2001,1,2,8,,354,8.1,10.1,0.68,3.57,3.8,,1019.5,-5.0,5.7,-9.2,,
2001,1,2,9,,345,7.2,8.9,0.65,3.57,3.75,,1019.4,-5.7,5.2,-9.5,,
2001,1,2,10,,336,6.9,9.1,0.56,3.13,3.69,,1019.6,-6.0,5.1,-10.1,,
2001,1,2,11,,335,6.5,7.8,0.53,11.11,3.86,,1019.7,-6.0,4.8,-10.2,,
2001,1,2,12,,334,6.8,7.9,0.52,10.0,4.01,,1020.4,-5.8,5.1,-9.7,,
2001,1,2,13,,319,5.0,6.6,0.52,10.0,4.17,,1020.8,-6.2,5.1,-10.3,,
2001,1,2,14,,322,4.6,5.8,0.47,10.0,4.79,,1021.0,-6.2,4.8,-10.9,,
2001,1,2,15,,330,4.8,7.2,0.44,9.09,4.65,,1021.2,-5.9,4.8,-10.8,,
2001,1,2,16,,327,3.7,4.6,0.45,9.09,4.59,,1020.6,-5.7,4.8,-10.8,,
2001,1,2,17,,325,2.8,4.0,0.47,9.09,5.34,,1019.7,-5.0,5.0,-10.9,,
2001,1,2,18,,293,3.8,5.7,0.43,9.09,6.0,,1018.9,-4.2,4.8,-10.6,,
2001,1,2,19,,307,3.3,4.6,0.39,9.09,5.98,,1018.1,-3.1,5.1,-10.3,,
2001,1,2,20,,300,4.7,7.2,0.4,9.09,6.58,,1017.9,-2.6,4.7,-9.2,,
2001,1,2,21,,306,4.2,5.4,0.38,9.09,6.49,,1018.1,-2.3,4.7,-10.3,,
2001,1,2,22,,312,4.0,5.4,0.34,11.11,5.95,,1018.1,-2.3,4.6,-10.0,,
2001,1,2,23,,339,7.6,9.3,0.36,11.11,5.73,,1018.8,-2.6,4.5,-10.1,,
2001,1,3,0,,328,7.4,9.4,0.49,2.86,3.46,,1018.4,-3.8,4.7,-9.9,,
2001,1,3,1,,320,6.1,7.6,0.46,2.86,3.5,,1018.8,-4.4,4.7,-10.0,,
2001,1,3,2,,300,4.9,6.1,0.38,11.11,3.97,,1019.0,-5.3,4.5,-11.2,,
2001,1,3,3,,279,3.7,5.2,0.36,11.11,5.0,,1019.0,-5.0,4.4,-9.9,,
2001,1,3,4,,280,5.1,6.2,0.36,12.5,5.4,,1019.0,-5.7,4.4,-10.2,,
2001,1,3,5,,274,5.5,6.1,0.36,10.0,4.88,,1018.8,-6.5,4.4,-11.0,,
2001,1,3,6,,295,5.4,6.9,0.37,11.11,4.31,,1018.1,-6.6,4.5,-10.6,,
2001,1,3,7,,287,5.5,6.5,0.35,11.11,4.62,,1018.9,-6.5,4.7,-11.4,,
2001,1,3,8,,278,0.5,1.4,0.33,10.0,5.21,,1018.9,-5.9,4.7,-11.1,,
2001,1,3,9,,252,1.7,2.9,0.3,10.0,5.59,,1018.9,-5.8,4.7,-10.8,,
2001,1,3,10,,264,1.6,2.6,0.31,10.0,5.51,,1018.9,-5.3,4.7,-9.7,,
2001,1,3,11,,312,2.2,3.3,0.32,11.11,5.61,,1019.0,-4.6,4.3,-11.6,,
2001,1,3,12,,300,2.3,3.5,0.28,12.5,6.12,,1019.5,-4.7,4.3,-11.2,,
2001,1,3,13,,291,3.7,4.9,0.3,14.29,6.56,,1020.3,-4.9,4.8,-10.8,,
2001,1,3,14,,331,2.8,3.7,0.29,12.5,6.37,,1020.4,-4.5,4.4,-12.2,,
2001,1,3,15,,329,1.5,2.2,0.28,11.11,6.53,,1020.5,-4.1,4.7,-12.4,,
2001,1,3,16,,335,0.8,1.7,0.3,14.29,5.44,,1019.9,-3.8,4.2,-12.4,,
2001,1,3,17,,265,0.9,2.5,0.27,12.5,5.41,,1019.4,-3.1,3.9,-11.4,,
2001,1,3,18,,232,0.8,1.7,0.29,9.09,6.14,,1018.2,-2.6,4.0,-9.3,,
2001,1,3,19,,208,3.4,4.9,0.3,14.29,5.29,,1017.4,-2.2,4.0,-8.7,,
2001,1,3,20,,228,3.1,4.6,0.31,14.29,5.37,,1017.3,-1.9,4.4,-9.7,,
2001,1,3,21,,243,2.7,3.6,0.3,12.5,5.28,,1017.2,-1.8,4.4,-10.0,,
2001,1,3,22,,211,2.5,3.9,0.32,16.67,6.08,,1017.2,-1.8,4.4,-9.9,,
2001,1,3,23,,218,3.1,4.6,0.3,14.29,5.76,,1016.7,-1.2,4.3,-8.7,,
2001,1,4,0,,215,3.6,5.2,0.3,14.29,7.06,,1016.4,-0.8,4.5,-8.6,,
2001,1,4,1,,242,4.8,6.6,0.3,14.29,7.04,,1016.0,-0.4,4.2,-8.8,,
2001,1,4,2,,230,4.6,6.8,0.32,12.5,5.44,,1015.7,-0.3,4.8,-8.3,,
2001,1,4,3,,242,5.5,7.4,0.31,12.5,4.38,,1015.0,-0.1,5.1,-8.1,,
2001,1,4,4,,237,6.2,7.6,0.37,11.11,4.03,,1014.3,-0.3,4.0,-7.3,,
2001,1,4,5,,240,4.9,6.4,0.41,16.67,4.13,,1013.5,-0.3,4.4,-7.7,,
2001,1,4,6,,240,5.3,7.8,0.42,16.67,4.38,,1013.1,-0.2,4.7,-8.5,,
2001,1,4,7,,244,7.3,8.7,0.47,16.67,3.82,,1012.5,-0.3,3.9,-5.9,,
2001,1,4,8,,236,8.0,9.5,0.62,3.57,3.61,,1011.8,-1.9,3.1,-6.9,,
2001,1,4,9,,228,7.0,8.6,0.73,4.17,3.66,,1011.0,-2.0,3.2,-6.6,,
2001,1,4,10,,255,4.6,6.3,0.65,4.17,3.95,,1010.3,-1.8,3.6,-5.7,,
2001,1,4,11,,250,8.6,10.2,0.75,4.55,3.92,,1009.6,-2.3,3.7,-7.3,,
2001,1,4,12,,257,6.6,8.1,0.8,4.55,3.98,,1009.6,-3.2,4.3,-6.6,,
2001,1,4,13,,255,7.4,8.8,0.73,4.76,4.09,,1009.6,-3.4,4.0,-7.0,,
2001,1,4,14,,266,7.3,8.7,0.83,5.0,4.34,,1009.6,-3.3,3.7,-7.6,,
2001,1,4,15,,261,9.2,10.7,0.84,5.0,4.25,,1009.5,-2.7,4.0,-7.3,,
2001,1,4,16,,264,8.9,11.3,0.84,5.0,4.01,,1008.8,-2.6,4.4,-7.9,,
2001,1,4,17,,266,7.5,9.4,0.88,5.0,4.14,,1008.6,-2.7,4.4,-8.2,,
2001,1,4,18,,267,7.1,8.5,0.8,5.0,4.18,,1008.0,-2.0,3.6,-8.3,,
2001,1,4,19,,260,6.0,7.1,0.7,4.76,4.22,,1007.3,-1.2,3.9,-8.5,,
2001,1,4,20,,266,7.5,9.2,0.66,4.55,4.03,,1007.8,-0.8,3.9,-7.6,,
2001,1,4,21,,250,8.3,10.3,0.68,4.17,3.87,,1007.7,-0.7,4.0,-7.7,,
2001,1,4,22,,262,7.2,9.0,0.69,4.35,3.82,,1007.9,-0.4,4.0,-8.0,,
2001,1,4,23,,263,9.0,11.6,0.62,4.35,3.85,,1008.0,-0.6,4.0,-8.3,,
2001,1,5,0,,280,8.1,9.7,0.64,4.55,3.83,,1008.6,-1.2,4.3,-8.8,,
2001,1,5,1,,279,7.8,10.2,0.63,4.17,4.0,,1008.8,-1.5,4.3,-6.8,,
2001,1,5,2,,269,7.2,8.9,0.68,4.55,4.05,,1008.8,-1.2,4.7,-7.4,,
2001,1,5,3,,270,7.2,8.7,0.62,4.35,3.99,,1008.6,-1.1,4.8,-7.3,,
2001,1,5,4,,283,6.6,8.1,0.51,3.45,3.83,,1009.2,-1.9,5.2,-7.6,,
2001,1,5,5,,281,6.8,8.4,0.54,16.67,3.93,,1009.4,-2.7,5.5,-7.8,,
2001,1,5,6,,311,5.9,7.0,0.49,3.85,4.02,,1009.7,-4.1,5.1,-8.2,,
2001,1,5,7,,318,5.7,7.0,0.42,14.29,4.23,,1009.6,-3.9,5.2,-8.7,,
2001,1,5,8,,297,5.7,6.8,0.4,14.29,4.37,,1009.4,-3.7,5.6,-9.1,,
2001,1,5,9,,289,5.8,6.6,0.42,14.29,4.58,,1009.5,-4.6,5.6,-8.8,,
2001,1,5,10,,326,2.5,3.7,0.43,14.29,4.36,,1009.0,-4.7,5.5,-10.8,,
2001,1,5,11,,295,2.5,3.9,0.4,14.29,4.48,,1009.5,-4.7,4.7,-9.8,,
2001,1,5,12,,357,3.1,5.2,0.38,14.29,4.71,,1009.5,-4.6,4.7,-10.7,,
2001,1,5,13,,8,3.1,4.6,0.39,14.29,4.91,,1009.6,-4.7,5.1,-11.5,,
2001,1,5,14,,57,1.1,3.7,0.38,14.29,4.21,,1010.0,-4.3,4.7,-11.3,,
2001,1,5,15,,18,4.1,5.6,0.35,14.29,5.07,,1010.2,-4.3,4.7,-9.9,,
2001,1,5,16,,39,3.5,5.5,0.35,14.29,5.45,,1009.5,-3.9,4.7,-10.2,,
2001,1,5,17,,89,2.7,4.1,0.35,14.29,5.07,,1008.8,-3.8,4.7,-8.7,,
2001,1,5,18,,296,3.0,4.5,0.37,10.0,5.1,,1008.0,-3.9,4.8,-8.7,,
2001,1,5,19,,285,1.1,2.7,0.41,14.29,5.59,,1007.3,-3.5,4.8,-7.9,,
2001,1,5,20,,187,2.6,4.0,0.33,12.5,5.32,,1007.2,-2.6,4.8,-8.2,,
2001,1,5,21,,154,2.0,3.3,0.34,14.29,5.51,,1006.5,-2.3,5.1,-8.0,,
2001,1,5,22,,144,3.0,4.5,0.32,14.29,5.04,,1006.0,-1.9,4.8,-7.3,,
2001,1,5,23,,98,2.6,4.9,0.32,14.29,5.99,,1005.5,-1.1,4.8,-6.2,,
2001,1,6,0,,152,4.4,6.0,0.31,14.29,5.79,,1005.1,0.5,5.1,-6.4,,
2001,1,6,1,,173,4.8,6.1,0.39,12.5,4.48,,1004.7,1.5,4.7,-4.7,,
2001,1,6,2,,198,4.4,5.5,0.48,14.29,3.75,,1004.1,1.1,4.8,-2.9,,
2001,1,6,3,,347,4.2,6.2,0.49,3.33,3.6,,1003.5,-0.3,4.8,-1.6,,
2001,1,6,4,,348,5.6,7.8,0.54,3.57,3.87,,1003.2,-1.2,4.8,-2.0,,
2001,1,6,5,,350,6.0,7.5,0.7,3.85,3.73,,1002.3,-1.5,4.7,-2.3,,
2001,1,6,6,,349,5.4,7.2,1.06,4.76,4.26,,1001.6,-0.7,4.7,-1.3,,
2001,1,6,7,,347,7.0,8.2,1.14,5.26,4.53,,1001.1,-1.8,4.5,-2.4,,
2001,1,6,8,,352,6.5,7.3,1.08,5.26,4.47,,1000.8,-1.9,4.7,-2.6,,
2001,1,6,9,,349,7.5,9.2,1.2,5.88,4.61,,1000.1,-2.3,4.7,-3.0,,
2001,1,6,10,,352,7.6,8.8,1.25,6.25,4.5,,999.3,-2.2,4.7,-2.9,,
2001,1,6,11,,345,6.4,7.4,1.31,5.88,4.61,,999.5,-2.0,4.7,-2.6,,
2001,1,6,12,,344,5.1,6.0,1.36,6.25,4.65,,999.5,-2.7,4.7,-3.4,,
2001,1,6,13,,347,4.1,4.9,1.61,5.88,4.89,,999.5,-1.9,4.7,-2.6,,
2001,1,6,14,,342,3.6,4.2,1.62,6.25,4.96,,999.5,-2.2,4.7,-2.9,,
2001,1,6,15,,349,3.6,4.3,1.7,7.14,5.07,,999.5,-1.9,4.8,-2.6,,
2001,1,6,16,,349,3.8,4.5,1.57,6.25,5.11,,998.5,-1.6,4.8,-2.3,,
2001,1,6,17,,350,3.9,4.4,1.53,6.25,5.02,,997.5,-1.2,4.7,-1.8,,
2001,1,6,18,,344,3.9,4.5,1.58,7.14,5.02,,997.0,-0.6,4.4,-1.2,,
2001,1,6,19,,352,4.0,4.7,1.56,7.69,5.19,,996.9,0.0,4.4,-0.5,,
2001,1,6,20,,349,9.7,11.3,1.61,7.69,5.17,,997.4,0.4,4.4,-3.6,,
2001,1,6,21,,346,9.0,11.1,1.69,7.69,5.28,,998.1,0.8,4.4,0.4,,
2001,1,6,22,,345,9.8,11.7,1.54,7.69,5.24,,998.6,0.8,4.4,0.5,,
2001,1,6,23,,345,9.8,11.9,1.54,7.69,5.26,,999.0,0.9,4.4,0.6,,
2001,1,7,0,,339,9.7,11.7,1.38,7.14,4.89,,999.6,0.9,4.4,-0.2,,
2001,1,7,1,,346,10.3,12.5,1.57,7.14,5.32,,999.9,1.2,4.7,-1.3,,
2001,1,7,2,,350,10.2,11.9,1.54,7.14,5.29,,999.8,1.2,4.4,-1.4,,
2001,1,7,3,,343,7.3,9.8,1.55,7.69,5.51,,1000.6,1.2,4.7,-2.0,,
2001,1,7,4,,337,7.7,9.8,1.3,7.14,5.91,,1001.2,1.2,4.7,-2.2,,
2001,1,7,5,,333,7.8,9.7,1.53,8.33,6.54,,1001.4,0.8,4.7,-3.0,,
2001,1,7,6,,328,8.2,9.8,1.51,8.33,6.51,,1001.8,0.4,4.6,-4.0,,
2001,1,7,7,,321,7.5,9.1,1.58,9.09,6.37,,1002.3,0.4,4.6,-4.2,,
2001,1,7,8,,330,8.6,10.2,1.41,9.09,6.29,,1002.6,0.0,4.7,-4.8,,
2001,1,7,9,,331,9.1,10.9,1.46,9.09,6.38,,1003.2,-0.2,4.7,-5.3,,
2001,1,7,10,,312,6.5,8.4,1.21,9.09,6.27,,1003.7,-0.8,4.7,-5.0,,
2001,1,7,11,,290,6.4,8.3,1.05,9.09,6.6,,1004.7,-1.9,4.7,-5.3,,
2001,1,7,12,,291,6.4,7.6,1.04,9.09,7.12,,1005.6,-2.1,4.7,-5.3,,
2001,1,7,13,,294,6.9,8.3,1.12,9.09,7.38,,1006.4,-1.4,4.7,-5.1,,
2001,1,7,14,,308,5.8,7.1,0.94,9.09,7.4,,1007.1,-1.1,4.4,-5.8,,
2001,1,7,15,,320,5.2,6.4,0.75,8.33,7.28,,1007.8,-1.2,4.7,-6.3,,
2001,1,7,16,,322,7.0,8.7,0.7,9.09,7.34,,1007.7,-0.3,4.7,-6.6,,
2001,1,7,17,,295,6.1,8.1,0.84,9.09,7.79,,1007.8,0.2,4.7,-7.3,,
2001,1,7,18,,271,4.9,6.0,0.84,9.09,7.99,,1007.8,0.8,4.7,-6.1,,
2001,1,7,19,,274,4.7,5.9,0.79,9.09,8.04,,1008.0,1.1,4.7,-6.2,,
2001,1,7,20,,267,4.5,5.7,0.79,9.09,7.63,,1008.7,1.3,4.7,-6.4,,
2001,1,7,21,,275,4.5,5.5,0.72,9.09,7.87,,1008.9,1.5,4.3,-5.9,,
2001,1,7,22,,276,4.0,4.7,0.63,9.09,7.54,,1009.4,1.3,4.3,-5.7,,
2001,1,7,23,,279,5.0,6.2,0.72,10.0,7.51,,1009.6,0.8,4.3,-5.3,,
2001,1,8,0,,270,6.4,7.7,0.68,9.09,7.02,,1010.3,0.4,4.4,-5.3,,
2001,1,8,1,,287,5.2,6.3,0.59,10.0,5.4,,1011.1,-0.3,4.0,-5.8,,
2001,1,8,2,,299,4.5,5.4,0.46,11.11,5.89,,1011.3,-0.7,4.3,-5.5,,
2001,1,8,3,,311,3.0,3.6,0.45,10.0,5.92,,1011.7,-0.8,4.3,-5.7,,
2001,1,8,4,,336,3.0,3.8,0.46,10.0,6.25,,1011.9,-0.7,4.0,-5.8,,
2001,1,8,5,,360,2.7,3.5,0.5,10.0,7.11,,1012.5,-0.6,3.7,-5.8,,
2001,1,8,6,,12,3.1,3.9,0.45,9.09,6.92,,1012.6,-0.4,4.0,-6.9,,
2001,1,8,7,,48,2.9,3.9,0.48,10.0,7.43,,1012.7,-0.4,4.0,-7.0,,
2001,1,8,8,,33,2.8,3.6,0.55,10.0,7.92,,1013.3,-0.7,3.5,-7.0,,
2001,1,8,9,,24,2.3,3.2,0.5,9.09,7.51,,1013.3,-0.5,3.6,-6.5,,
2001,1,8,10,,52,4.1,5.4,0.52,9.09,7.59,,1012.5,-0.4,3.8,-4.8,,
2001,1,8,11,,56,4.5,5.8,0.45,8.33,7.15,,1012.6,-0.3,4.0,-4.1,,
2001,1,8,12,,71,3.0,4.0,0.45,7.69,5.15,,1012.6,0.5,4.0,-3.6,,
2001,1,8,13,,42,3.4,5.0,0.46,11.11,4.95,,1012.5,0.9,4.3,-2.8,,
2001,1,8,14,,5,5.8,6.6,0.46,11.11,4.51,,1012.6,-0.3,4.3,-2.6,,
2001,1,8,15,,7,4.8,5.8,0.46,11.11,4.48,,1012.7,-0.7,4.3,-3.0,,
2001,1,8,16,,355,5.5,6.6,0.48,11.11,5.01,,1012.6,-1.5,4.4,-4.0,,
2001,1,8,17,,2,5.0,6.2,0.46,10.0,5.05,,1011.9,-1.0,4.4,-3.6,,
2001,1,8,18,,5,4.5,5.3,0.47,11.11,6.17,,1011.2,0.0,4.3,-2.8,,
2001,1,8,19,,354,4.5,5.4,0.52,10.0,6.33,,1010.5,0.4,4.8,-2.7,,
2001,1,8,20,,5,4.6,5.4,0.49,10.0,6.42,,1010.3,0.9,5.1,-2.1,,
2001,1,8,21,,12,4.9,5.8,0.53,9.09,6.43,,1009.6,1.9,5.2,-1.3,,
2001,1,8,22,,27,4.7,5.5,0.54,9.09,5.78,,1009.6,2.8,5.2,-0.2,,
2001,1,8,23,,17,6.6,7.9,0.54,12.5,5.22,,1008.9,2.6,5.3,0.4,,
2001,1,9,0,,31,6.2,7.3,0.55,10.0,4.46,,1008.7,2.7,5.5,0.6,,
2001,1,9,1,,22,6.1,7.5,0.56,11.11,4.2,,1008.3,2.2,5.2,0.3,,
2001,1,9,2,,8,5.6,6.6,0.6,11.11,4.24,,1007.9,0.8,5.5,-0.5,,
2001,1,9,3,,360,5.4,7.0,0.57,11.11,4.64,,1007.3,0.6,5.5,-0.5,,
2001,1,9,4,,350,5.9,7.1,0.54,11.11,4.55,,1007.0,0.2,5.5,-1.0,,
2001,1,9,5,,347,6.4,7.7,0.57,10.0,4.95,,1006.5,-0.7,5.5,-1.8,,
2001,1,9,6,,350,6.2,7.4,0.54,10.0,4.49,,1006.3,-1.0,5.5,-2.2,,
2001,1,9,7,,356,5.6,6.5,0.56,10.0,5.01,,1006.3,-0.8,5.5,-1.9,,
2001,1,9,8,,347,6.4,7.4,0.54,9.09,5.27,,1006.0,-0.9,5.6,-2.2,,
2001,1,9,9,,350,6.5,7.4,0.52,9.09,4.6,,1005.6,-0.5,5.6,-1.8,,
2001,1,9,10,,355,6.7,8.2,0.55,9.09,4.73,,1004.9,-0.5,5.6,-1.8,,
2001,1,9,11,,3,7.9,9.3,0.53,9.09,4.15,,1004.8,-0.3,5.8,-2.4,,
2001,1,9,12,,12,8.9,10.6,0.65,3.03,3.7,,1004.4,-0.3,5.9,-2.7,,
2001,1,9,13,,10,8.5,10.5,0.69,3.23,3.7,,1004.8,-0.3,6.0,-4.3,,
2001,1,9,14,,14,7.9,9.3,0.68,3.23,3.74,,1004.9,-0.7,6.2,-3.8,,
2001,1,9,15,,,,,,,,,,,,,,
2001,1,9,16,,356,7.9,9.5,0.65,9.09,3.81,,1004.9,-1.2,6.3,-4.6,,
2001,1,9,17,,360,4.5,5.8,0.61,7.14,3.95,,1004.2,-1.8,6.3,-4.7,,
2001,1,9,18,,343,4.7,5.9,0.59,10.0,4.56,,1003.4,-2.0,6.0,-5.0,,
2001,1,9,19,,337,3.9,5.0,0.61,9.09,5.21,,1002.6,-2.2,5.9,-4.2,,
2001,1,9,20,,326,2.5,4.0,0.63,8.33,5.61,,1002.1,-2.0,5.9,-5.2,,
2001,1,9,21,,293,3.2,4.6,0.69,9.09,6.28,,1001.7,-1.8,5.6,-4.8,,
2001,1,9,22,,273,4.3,6.2,0.71,9.09,6.5,,1001.1,-1.5,5.5,-6.2,,
2001,1,9,23,,286,8.2,10.3,0.76,9.09,5.56,,1000.7,-1.4,5.6,-7.3,,
2001,1,10,0,,296,7.3,8.6,0.87,7.14,5.27,,1000.7,-1.9,5.7,-8.0,,
2001,1,10,1,,294,6.6,8.5,0.8,7.69,5.28,,1000.8,-2.9,5.8,-7.9,,
2001,1,10,2,,304,5.2,6.6,0.76,7.69,5.46,,1000.2,-3.1,5.8,-8.8,,
2001,1,10,3,,305,4.9,6.3,0.8,8.33,5.01,,1000.1,-3.9,5.9,-7.1,,
2001,1,10,4,,353,5.8,7.2,0.82,7.14,5.59,,999.5,-4.1,5.9,-6.2,,
2001,1,10,5,,334,6.0,7.5,0.73,8.33,4.66,,999.3,-4.7,5.8,-7.1,,
2001,1,10,6,,333,6.8,8.4,0.74,10.0,5.04,,999.2,-5.0,5.9,-7.8,,
2001,1,10,7,,352,9.5,12.7,0.79,9.09,4.43,,999.5,-5.2,5.9,-9.4,,
2001,1,10,8,,355,9.3,10.9,0.87,9.09,4.22,,1000.4,-5.8,5.8,-11.1,,
2001,1,10,9,,336,12.6,14.4,0.98,9.09,3.86,,1001.1,-6.8,5.8,-11.6,,
2001,1,10,10,,325,12.6,15.1,1.1,3.7,4.01,,1002.4,-7.7,5.8,-13.1,,
2001,1,10,11,,328,11.8,14.2,0.96,3.7,3.87,,1004.0,-8.4,5.6,-13.5,,
2001,1,10,12,,329,11.0,14.6,1.01,3.7,4.07,,1005.6,-8.7,5.6,-14.2,,
2001,1,10,13,,327,12.8,15.6,0.93,3.85,3.93,,1006.4,-8.5,5.6,-14.2,,
2001,1,10,14,,322,10.8,12.9,0.91,3.85,3.81,,1007.8,-8.4,5.8,-13.4,,
2001,1,10,15,,327,9.1,10.7,0.72,3.45,3.67,,1008.7,-7.7,5.8,-14.5,,
2001,1,10,16,,318,9.5,11.9,0.68,3.33,3.6,,1009.3,-6.6,5.8,-14.3,,
2001,1,10,17,,320,8.8,11.3,0.66,3.13,3.57,,1009.6,-5.3,5.8,-13.2,,
2001,1,10,18,,307,7.1,9.5,0.53,11.11,3.73,,1010.2,-4.2,5.8,-12.1,,
2001,1,10,19,,298,8.5,9.9,0.48,10.0,3.62,,1010.2,-3.4,5.5,-12.9,,
2001,1,10,20,,320,8.2,11.0,0.41,10.0,3.85,,1011.0,-2.7,5.2,-13.3,,
2001,1,10,21,,323,6.8,8.9,0.45,10.0,3.77,,1011.9,-2.3,5.2,-13.1,,
2001,1,10,22,,318,6.7,9.1,0.44,10.0,3.67,,1012.9,-2.8,5.2,-12.5,,
2001,1,10,23,,291,6.2,8.0,0.49,10.0,3.61,,1014.0,-3.4,5.2,-13.0,,
2001,1,11,0,,302,5.4,7.1,0.42,10.0,4.15,,1014.4,-4.1,5.2,-13.8,,
2001,1,11,1,,299,5.1,6.8,0.4,11.11,3.97,,1014.9,-4.6,5.2,-13.4,,
2001,1,11,2,,290,3.7,4.8,0.4,11.11,3.79,,1014.8,-5.1,5.2,-13.7,,
