YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 01 01 00 276  9.7 11.9  1.59 10.00  6.23 999  996.8   0.0   5.5  -5.3 99.0 99.00
2001 01 01 01 274  9.2 11.3  1.54 11.11  6.46 999  997.8  -0.3   5.1  -5.3 99.0 99.00
2001 01 01 02 270 10.0 12.1  1.56 11.11  6.55 999  998.5  -0.4   5.2  -5.5 99.0 99.00
2001 01 01 03 269  9.3 10.8  1.52 11.11  6.19 999  999.5  -0.7   5.2  -5.6 99.0 99.00
2001 01 01 04 274  9.4 11.2  1.39 11.11  5.84 999 1000.2  -1.2   5.3  -6.3 99.0 99.00
2001 01 01 05 274  9.0 11.0  1.25 11.11  5.47 999 1001.0  -1.6   5.3  -6.4 99.0 99.00
2001 01 01 06 278  9.0 10.9  1.18 10.00  5.06 999 1002.0  -1.8   5.5  -6.9 99.0 99.00
2001 01 01 07 276  9.6 11.9  1.06 11.11  4.93 999 1002.7  -2.1   5.6  -7.3 99.0 99.00
2001 01 01 08 288  9.1 10.8  1.07 11.11  4.91 999 1004.0  -2.4   5.3  -6.9 99.0 99.00
2001 01 01 09 278  9.4 10.7  0.94 11.11  4.58 999 1004.8  -2.6   5.1  -7.8 99.0 99.00
2001 01 01 10 283 10.8 13.2  0.89  4.76  4.35 999 1005.7  -2.6   5.1  -7.2 99.0 99.00
2001 01 01 11 288  9.4 11.5  0.99 10.00  4.38 999 1007.1  -3.0   5.5  -8.2 99.0 99.00
2001 01 01 12 289  9.9 12.4  0.87 11.11  4.42 999 1008.1  -3.1   5.1  -8.2 99.0 99.00
2001 01 01 13 291  8.2 10.4  0.79 11.11  4.26 999 1009.7  -3.3   4.9  -8.8 99.0 99.00
2001 01 01 14 301  6.6  8.3  0.72 11.11  4.90 999 1011.2  -3.1   4.7  -8.4 99.0 99.00
2001 01 01 15 319  7.3  9.1  0.60 11.11  4.54 999 1012.5  -2.5   4.4  -8.9 99.0 99.00
2001 01 01 16 322  8.4 10.3  0.65 11.11  4.55 999 1012.6  -1.5   4.4  -8.2 99.0 99.00
2001 01 01 17 325  8.6 11.5  0.70 11.11  4.34 999 1012.9  -0.8   5.1  -8.0 99.0 99.00
2001 01 01 18 329  8.4 10.4  0.70 11.11  3.98 999 1012.7  -0.3   5.2  -7.1 99.0 99.00
2001 01 01 19 335  9.0 11.3  0.66 11.11  3.95 999 1013.2   0.1   5.1  -6.7 99.0 99.00
2001 01 01 20 317  7.7  9.9  0.59 11.11  4.01 999 1014.2   0.1   5.1  -6.3 99.0 99.00
2001 01 01 21 311  7.4  9.2  0.53 11.11  3.96 999 1015.7  -0.7   5.5  -8.5 99.0 99.00
2001 01 01 22 326  6.0  8.7  0.52 11.11  4.84 999 1016.6  -1.1   5.6  -9.1 99.0 99.00
2001 01 01 23 344  6.2  7.4  0.53 11.11  4.64 999 1017.4  -1.2   5.8  -7.8 99.0 99.00
2001 01 02 00 329  5.8  7.1  0.49 10.00  4.97 999 1018.1  -1.5   5.8  -7.0 99.0 99.00
2001 01 02 01 330  8.2  9.8  0.55 10.00  4.14 999 1018.9  -2.6   5.9  -8.5 99.0 99.00
2001 01 02 02 339 10.7 12.8  0.68  9.09  3.79 999 1018.8  -3.3   5.9  -8.1 99.0 99.00
2001 01 02 03 344  9.8 12.2  0.80 10.00  3.86 999 1018.9  -3.7   6.0  -8.0 99.0 99.00
2001 01 02 04 341  8.5 10.4  0.70 11.11  3.83 999 1019.1  -4.1   5.9  -8.8 99.0 99.00
2001 01 02 05 347  8.0  9.6  0.68 10.00  4.08 999 1019.0  -4.3   6.0  -8.6 99.0 99.00
2001 01 02 06 352  8.2  9.5  0.64 10.00  3.94 999 1019.0  -4.6   6.0  -8.8 99.0 99.00
