#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2010,12,31,23,50,198,3.9,4.4,0.45,3.33,3.27,,1016.6,5.7,4.6,5.5,,
2011,1,1,0,50,211,3.6,4.1,0.37,3.23,3.38,,1016.2,5.6,4.6,4.6,,
2011,1,1,1,50,239,4.9,5.4,0.37,3.85,3.46,,1016.0,6.6,4.7,4.2,,
2011,1,1,2,50,252,3.5,3.7,0.35,4.17,3.76,,1016.3,5.9,4.4,4.3,,
2011,1,1,3,50,359,2.4,2.8,0.37,3.85,3.84,,1016.3,4.5,4.4,4.1,,
2011,1,1,4,50,150,2.2,2.9,0.43,4.0,3.86,,1015.6,5.0,4.2,4.9,,
2011,1,1,5,50,307,2.1,2.4,0.41,4.17,3.86,,1015.9,4.6,4.2,4.5,,
2011,1,1,6,50,226,1.9,2.3,0.51,4.55,3.89,,1015.5,4.2,4.1,4.1,,
2011,1,1,7,50,256,3.0,3.5,0.52,4.35,3.91,,1015.8,4.3,4.1,4.2,,
2011,1,1,8,50,239,3.3,3.9,0.54,4.35,3.89,,1015.3,4.2,4.2,4.1,,
2011,1,1,9,50,290,1.7,2.1,0.54,4.76,3.94,,1015.8,4.4,4.2,3.8,,
2011,1,1,10,50,300,1.7,2.1,0.51,4.35,3.96,,1016.4,4.4,4.2,3.5,,
2011,1,1,11,50,300,0.8,1.1,0.57,4.76,4.06,,1017.0,4.2,4.2,3.9,,
2011,1,1,12,50,117,1.7,2.3,0.56,4.35,4.05,,1015.7,4.3,4.3,3.9,,
2011,1,1,13,50,284,1.7,2.4,0.57,5.0,4.23,,1017.0,4.3,4.3,3.5,,
2011,1,1,14,50,297,1.4,1.8,0.54,5.26,4.25,,1017.4,4.8,4.5,3.8,,
2011,1,1,15,50,234,1.8,2.5,0.56,5.0,4.39,,1017.6,5.0,4.6,4.2,,
2011,1,1,16,50,214,0.7,1.6,0.53,4.76,4.36,,1016.8,5.3,4.7,3.8,,
2011,1,1,17,50,225,2.5,3.0,0.56,4.55,4.34,,1016.9,5.4,4.7,5.3,,
2011,1,1,18,50,224,0.9,1.8,0.46,5.56,4.05,,1017.0,5.5,4.7,5.4,,
2011,1,1,19,50,128,1.9,2.3,0.46,4.55,4.15,,1016.7,6.1,4.9,6.0,,
2011,1,1,20,50,91,3.3,4.6,0.42,5.26,3.93,,1016.7,6.1,4.8,6.0,,
2011,1,1,21,50,134,3.0,3.9,0.42,4.76,4.05,,1017.4,6.2,4.8,6.2,,
2011,1,1,22,50,91,4.2,5.0,0.42,5.26,4.0,,1016.8,6.1,4.8,6.1,,
2011,1,1,23,50,88,3.9,4.4,0.4,5.56,4.01,,1016.5,6.4,4.9,6.4,,
2011,1,2,0,50,98,4.2,4.9,0.35,5.26,4.08,,1015.7,6.5,4.9,6.5,,
2011,1,2,1,50,67,2.7,3.5,0.36,5.88,4.09,,1015.9,6.3,5.0,6.3,,
2011,1,2,2,50,96,6.5,7.5,0.36,5.56,4.02,,1014.8,6.5,5.1,6.5,,
2011,1,2,3,50,132,5.4,6.4,0.44,5.56,3.16,,1014.6,7.0,5.2,7.0,,
2011,1,2,4,50,147,5.8,6.4,0.51,2.94,3.25,,1013.8,7.3,5.1,7.3,,
2011,1,2,5,50,183,4.6,5.5,0.54,3.23,3.39,,1013.2,6.6,5.2,6.6,,
2011,1,2,6,50,191,3.2,3.7,0.55,3.85,3.44,,1013.0,6.2,5.2,6.2,,
2011,1,2,7,50,234,3.1,3.8,0.49,3.7,3.52,,1012.8,5.3,5.2,5.3,,
2011,1,2,8,50,282,3.2,3.9,0.66,4.35,3.85,,1012.3,4.8,5.0,4.8,,
2011,1,2,9,50,274,2.0,2.3,0.62,4.0,3.88,,1011.7,4.6,5.1,4.6,,
2011,1,2,10,50,270,3.8,4.6,0.7,4.55,4.17,,1012.2,4.5,4.9,4.5,,
2011,1,2,11,50,300,2.5,3.0,0.67,5.0,4.25,,1011.9,4.4,5.0,4.4,,
2011,1,2,12,50,288,3.5,4.2,0.6,4.55,4.18,,1012.1,4.4,5.0,4.4,,
2011,1,2,13,50,305,4.0,4.7,0.49,4.55,4.14,,1012.1,4.5,5.0,4.5,,
2011,1,2,14,50,327,4.0,4.8,0.44,4.55,4.18,,1012.5,4.9,5.1,4.9,,
