YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2002,1,1,0,,234,11.9,16.0,1.16,4.55,3.99,,1009.7,0.3,7.0,-7.0,,
2002,1,1,1,,233,11.2,13.9,1.16,4.55,3.92,,1010.3,0.0,7.1,-7.1,,
2002,1,1,2,,235,12.5,15.4,1.31,4.76,3.96,,1010.6,-0.1,7.2,-6.9,,
2002,1,1,3,,241,13.1,15.9,1.34,5.0,4.1,,1010.6,-0.3,7.1,-6.8,,
2002,1,1,4,,240,11.8,14.5,1.14,4.76,3.95,,1011.0,-0.7,6.9,-7.1,,
2002,1,1,5,,248,9.8,12.0,1.2,4.76,4.1,,1011.1,-1.2,6.8,-6.9,,
2002,1,1,6,,256,9.9,12.4,1.09,5.0,4.09,,1011.3,-1.6,6.8,-7.3,,
2002,1,1,7,,262,9.2,10.8,1.06,4.76,3.99,,1011.8,-1.3,7.0,-6.1,,
2002,1,1,8,,251,9.5,11.8,0.93,4.76,4.05,,1012.0,-1.8,7.0,-6.5,,
2002,1,1,9,,243,10.2,11.8,1.0,5.0,3.97,,1012.0,-1.9,7.0,-6.6,,
2002,1,1,10,,253,10.4,12.7,0.94,4.35,3.73,,1011.8,-1.7,7.0,-6.6,,
2002,1,1,11,,244,9.8,11.6,0.98,4.55,3.77,,1011.8,-2.4,7.1,-6.9,,
2002,1,1,12,,250,9.7,11.4,0.89,4.35,3.76,,1012.0,-2.6,7.0,-7.0,,
2002,1,1,13,,246,9.5,11.9,0.81,4.17,3.66,,1012.4,-2.4,6.9,-7.0,,
2002,1,1,14,,247,10.1,12.2,0.82,4.17,3.68,,1012.7,-2.1,6.8,-6.6,,
2002,1,1,15,,252,10.6,12.5,0.91,4.17,3.65,,1012.3,-2.1,6.7,-6.9,,
2002,1,1,16,,262,9.3,11.0,0.79,4.0,3.57,,1011.4,-1.9,6.9,-7.4,,
2002,1,1,17,,264,11.4,13.8,0.79,3.03,3.5,,1010.2,-1.2,6.9,-7.8,,
2002,1,1,18,,266,11.3,14.1,0.99,3.33,3.44,,1009.7,-1.0,6.9,-7.5,,
2002,1,1,19,,269,12.0,15.9,0.96,4.0,3.44,,1009.6,-0.7,6.7,-9.6,,
2002,1,1,20,,288,12.4,15.5,0.95,3.7,3.43,,1010.5,-0.7,6.7,-9.8,,
2002,1,1,21,,286,11.8,15.0,0.91,3.45,3.45,,1011.4,-1.2,6.7,-9.8,,
2002,1,1,22,,289,8.9,12.9,0.74,3.45,3.37,,1012.6,-2.2,6.7,-10.8,,
2002,1,1,23,,286,9.7,12.0,0.57,3.03,3.16,,1013.3,-2.8,6.7,-11.1,,
2002,1,2,0,,271,9.5,11.6,0.59,3.13,3.25,,1013.7,-3.3,6.8,-10.2,,
2002,1,2,1,,274,9.8,11.9,0.63,3.33,3.25,,1013.7,-3.5,6.8,-9.7,,
2002,1,2,2,,274,9.1,10.3,0.66,3.23,3.25,,1013.8,-4.2,6.8,-10.8,,
2002,1,2,3,,288,6.7,8.5,0.52,3.23,3.29,,1014.3,-4.4,6.7,-11.2,,
2002,1,2,4,,294,7.2,9.3,0.42,3.03,3.24,,1014.1,-4.5,6.7,-10.9,,
2002,1,2,5,,268,6.7,8.6,0.36,3.23,3.35,,1014.1,-4.5,6.7,-10.8,,
2002,1,2,6,,271,7.3,9.4,0.35,2.63,3.17,,1014.3,-4.3,6.8,-10.6,,
2002,1,2,7,,275,9.0,10.6,0.54,2.7,3.12,,1014.4,-4.2,6.8,-9.7,,
2002,1,2,8,,270,10.0,11.6,0.54,2.86,3.13,,1014.1,-4.2,6.7,-8.5,,
2002,1,2,9,,264,11.6,13.7,0.64,3.13,3.09,,1013.8,-2.5,6.8,-6.9,,
2002,1,2,10,,253,8.8,10.9,0.79,3.45,3.47,,1014.1,-3.0,6.8,-7.7,,
2002,1,2,11,,253,7.0,8.9,0.58,3.85,3.43,,1014.3,-2.7,6.8,-6.9,,
2002,1,2,12,,249,8.0,9.9,0.59,3.85,3.41,,1014.7,-2.6,6.8,-6.9,,
2002,1,2,13,,239,7.5,9.2,0.64,4.0,3.49,,1015.2,-2.8,6.8,-7.2,,
2002,1,2,14,,254,8.1,10.1,0.64,4.0,3.68,,1015.5,-2.0,6.7,-7.0,,
2002,1,2,15,,245,8.1,10.0,0.66,4.55,3.56,,1015.2,-1.4,6.7,-7.1,,
2002,1,2,16,,254,7.5,9.3,0.74,4.55,3.6,,1014.7,-0.3,6.7,-6.8,,
2002,1,2,17,,268,7.5,8.8,0.7,4.55,3.67,,1013.5,0.4,6.7,-7.4,,
2002,1,2,18,,256,9.2,10.8,0.73,4.55,3.66,,1012.8,1.5,6.8,-6.1,,
2002,1,2,19,,247,10.0,12.1,0.76,4.35,3.59,,1012.8,2.4,6.7,-5.8,,
2002,1,2,20,,263,12.1,14.2,0.92,4.35,3.64,,1013.0,2.6,6.6,-5.9,,
2002,1,2,21,,271,11.7,14.7,1.06,4.17,3.71,,1013.4,2.4,6.6,-5.9,,
2002,1,2,22,,262,11.4,14.2,0.9,4.55,3.67,,1013.6,2.1,6.6,-6.1,,
2002,1,2,23,,255,12.0,14.7,0.85,3.33,3.43,,1014.0,1.9,6.7,-5.7,,
