#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2017,12,31,23,50,328,6.7,8.5,0.57,3.45,3.12,22,1020.5,-13.4,5.3,-19.1,,
2018,1,1,0,50,311,9.7,11.8,0.54,3.13,3.04,352,1020.4,-13.9,5.4,-18.1,,
2018,1,1,1,50,319,9.4,11.7,0.62,3.7,3.22,13,1020.8,-14.6,5.7,-18.8,,
2018,1,1,2,50,316,10.7,12.9,0.57,3.57,3.19,9,1021.1,-15.2,5.8,-18.8,,
2018,1,1,3,50,321,10.3,12.4,0.59,3.23,3.06,351,1021.6,-16.0,5.9,-19.5,,
2018,1,1,4,50,334,8.7,11.0,0.59,3.13,3.07,3,1021.6,-16.3,5.9,-19.9,,
2018,1,1,5,50,332,7.5,9.3,0.49,3.13,2.97,7,1021.9,-16.5,5.6,-19.9,,
2018,1,1,6,50,335,5.4,7.0,0.42,3.03,2.95,14,1022.0,-16.4,5.4,-19.8,,
2018,1,1,7,50,317,5.2,6.6,0.35,3.03,3.09,20,1022.3,-16.6,5.6,-20.9,,
2018,1,1,8,50,332,4.1,6.0,0.3,2.94,3.05,28,1022.1,-16.4,5.5,-19.8,,
2018,1,1,9,50,344,5.8,7.9,0.33,3.03,3.18,30,1021.9,-16.6,5.5,-20.0,,
2018,1,1,10,50,327,5.2,6.8,0.43,3.33,3.28,33,1022.1,-15.9,5.7,-18.9,,
2018,1,1,11,50,322,7.7,10.6,0.4,3.45,3.22,23,1022.1,-16.0,6.0,-20.2,,
2018,1,1,12,50,283,5.8,7.6,0.4,3.33,3.27,17,1022.1,-16.5,6.0,-19.4,,
2018,1,1,13,50,287,4.1,5.8,0.32,2.86,3.21,18,1022.5,-15.4,6.1,-19.0,,
2018,1,1,14,50,273,5.2,6.8,0.28,14.81,3.29,106,1022.4,-15.9,6.1,-19.4,,
2018,1,1,15,50,303,4.1,5.9,0.29,2.47,2.97,259,1021.9,-15.1,6.0,-20.3,,
2018,1,1,16,50,313,5.6,7.1,0.27,9.09,3.27,138,1021.5,-14.2,5.9,-20.4,,
2018,1,1,17,50,323,6.6,8.6,0.25,14.81,3.73,135,1020.8,-13.3,5.8,-19.6,,
2018,1,1,18,50,334,6.1,7.6,0.25,,2.8,,1020.8,-11.6,5.9,-18.2,,
2018,1,1,19,50,335,9.0,12.1,0.44,2.74,2.87,2,1021.3,-11.4,6.0,-18.5,,
2018,1,1,20,50,326,9.1,11.8,0.53,3.23,3.12,13,1021.6,-11.1,5.9,-17.5,,
