#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2010 12 31 23 50 198  3.9  4.4  0.45  3.33  3.27 999 1016.6   5.7   4.6   5.5 99.0 99.00
2011 01 01 00 50 211  3.6  4.1  0.37  3.23  3.38 999 1016.2   5.6   4.6   4.6 99.0 99.00
2011 01 01 01 50 239  4.9  5.4  0.37  3.85  3.46 999 1016.0   6.6   4.7   4.2 99.0 99.00
2011 01 01 02 50 252  3.5  3.7  0.35  4.17  3.76 999 1016.3   5.9   4.4   4.3 99.0 99.00
2011 01 01 03 50 359  2.4  2.8  0.37  3.85  3.84 999 1016.3   4.5   4.4   4.1 99.0 99.00
2011 01 01 04 50 150  2.2  2.9  0.43  4.00  3.86 999 1015.6   5.0   4.2   4.9 99.0 99.00
2011 01 01 05 50 307  2.1  2.4  0.41  4.17  3.86 999 1015.9   4.6   4.2   4.5 99.0 99.00
2011 01 01 06 50 226  1.9  2.3  0.51  4.55  3.89 999 1015.5   4.2   4.1   4.1 99.0 99.00
2011 01 01 07 50 256  3.0  3.5  0.52  4.35  3.91 999 1015.8   4.3   4.1   4.2 99.0 99.00
2011 01 01 08 50 239  3.3  3.9  0.54  4.35  3.89 999 1015.3   4.2   4.2   4.1 99.0 99.00
2011 01 01 09 50 290  1.7  2.1  0.54  4.76  3.94 999 1015.8   4.4   4.2   3.8 99.0 99.00
2011 01 01 10 50 300  1.7  2.1  0.51  4.35  3.96 999 1016.4   4.4   4.2   3.5 99.0 99.00
2011 01 01 11 50 300  0.8  1.1  0.57  4.76  4.06 999 1017.0   4.2   4.2   3.9 99.0 99.00
2011 01 01 12 50 117  1.7  2.3  0.56  4.35  4.05 999 1015.7   4.3   4.3   3.9 99.0 99.00
2011 01 01 13 50 284  1.7  2.4  0.57  5.00  4.23 999 1017.0   4.3   4.3   3.5 99.0 99.00
2011 01 01 14 50 297  1.4  1.8  0.54  5.26  4.25 999 1017.4   4.8   4.5   3.8 99.0 99.00
2011 01 01 15 50 234  1.8  2.5  0.56  5.00  4.39 999 1017.6   5.0   4.6   4.2 99.0 99.00
2011 01 01 16 50 214  0.7  1.6  0.53  4.76  4.36 999 1016.8   5.3   4.7   3.8 99.0 99.00
2011 01 01 17 50 225  2.5  3.0  0.56  4.55  4.34 999 1016.9   5.4   4.7   5.3 99.0 99.00
2011 01 01 18 50 224  0.9  1.8  0.46  5.56  4.05 999 1017.0   5.5   4.7   5.4 99.0 99.00
2011 01 01 19 50 128  1.9  2.3  0.46  4.55  4.15 999 1016.7   6.1   4.9   6.0 99.0 99.00
2011 01 01 20 50  91  3.3  4.6  0.42  5.26  3.93 999 1016.7   6.1   4.8   6.0 99.0 99.00
2011 01 01 21 50 134  3.0  3.9  0.42  4.76  4.05 999 1017.4   6.2   4.8   6.2 99.0 99.00
2011 01 01 22 50  91  4.2  5.0  0.42  5.26  4.00 999 1016.8   6.1   4.8   6.1 99.0 99.00
2011 01 01 23 50  88  3.9  4.4  0.40  5.56  4.01 999 1016.5   6.4   4.9   6.4 99.0 99.00
2011 01 02 00 50  98  4.2  4.9  0.35  5.26  4.08 999 1015.7   6.5   4.9   6.5 99.0 99.00
2011 01 02 01 50  67  2.7  3.5  0.36  5.88  4.09 999 1015.9   6.3   5.0   6.3 99.0 99.00
2011 01 02 02 50  96  6.5  7.5  0.36  5.56  4.02 999 1014.8   6.5   5.1   6.5 99.0 99.00
2011 01 02 03 50 132  5.4  6.4  0.44  5.56  3.16 999 1014.6   7.0   5.2   7.0 99.0 99.00
2011 01 02 04 50 147  5.8  6.4  0.51  2.94  3.25 999 1013.8   7.3   5.1   7.3 99.0 99.00
2011 01 02 05 50 183  4.6  5.5  0.54  3.23  3.39 999 1013.2   6.6   5.2   6.6 99.0 99.00
2011 01 02 06 50 191  3.2  3.7  0.55  3.85  3.44 999 1013.0   6.2   5.2   6.2 99.0 99.00
2011 01 02 07 50 234  3.1  3.8  0.49  3.70  3.52 999 1012.8   5.3   5.2   5.3 99.0 99.00
2011 01 02 08 50 282  3.2  3.9  0.66  4.35  3.85 999 1012.3   4.8   5.0   4.8 99.0 99.00
2011 01 02 09 50 274  2.0  2.3  0.62  4.00  3.88 999 1011.7   4.6   5.1   4.6 99.0 99.00
2011 01 02 10 50 270  3.8  4.6  0.70  4.55  4.17 999 1012.2   4.5   4.9   4.5 99.0 99.00
2011 01 02 11 50 300  2.5  3.0  0.67  5.00  4.25 999 1011.9   4.4   5.0   4.4 99.0 99.00
2011 01 02 12 50 288  3.5  4.2  0.60  4.55  4.18 999 1012.1   4.4   5.0   4.4 99.0 99.00
2011 01 02 13 50 305  4.0  4.7  0.49  4.55  4.14 999 1012.1   4.5   5.0   4.5 99.0 99.00
2011 01 02 14 50 327  4.0  4.8  0.44  4.55  4.18 999 1012.5   4.9   5.1   4.9 99.0 99.00
2011 01 02 15 50 289  2.1  2.6  0.48  5.00  4.37 999 1012.4   5.2   5.2   5.2 99.0 99.00
2011 01 02 16 50 333  2.4  3.6  0.49  4.76  4.41 999 1011.1   5.6   5.3   5.6 99.0 99.00
2011 01 02 17 50 339  2.1  2.6  0.49  5.00  4.46 999 1010.5   5.3   5.5   5.3 99.0 99.00
2011 01 02 18 50 278  0.8  1.5  0.46  4.55  4.39 999 1010.5   5.4   5.6   5.4 99.0 99.00
2011 01 02 19 50 271  1.2  1.7  0.45  4.55  4.23 999 1010.6   5.9   5.2   5.9 99.0 99.00
2011 01 02 20 50 340  1.5  1.8  0.39  4.55  4.02 999 1009.8   5.9   5.2   5.9 99.0 99.00
2011 01 02 21 50 264  1.0  1.3  0.37  4.55  4.07 999 1009.8   5.5   5.4   5.5 99.0 99.00
2011 01 02 22 50 243  1.6  2.3  0.33  4.55  4.05 999 1009.7   5.6   5.5   5.6 99.0 99.00
2011 01 02 23 50 348  1.3  2.2  0.32  4.35  4.24 999 1008.1   5.4   5.5   5.4 99.0 99.00
2011 01 03 00 50 351  2.1  2.5  0.29  4.35  4.29 999 1007.6   5.5   5.6   5.5 99.0 99.00
2011 01 03 01 50 287  2.7  3.3  0.28  4.17  4.16 999 1007.9   5.3   5.6   5.3 99.0 99.00
2011 01 03 02 50 308  1.7  2.0  0.28  4.55  4.31 999 1007.2   5.2   5.6   5.2 99.0 99.00
2011 01 03 03 50  30  1.6  2.2  0.27  5.56  4.32 999 1007.4   5.5   5.6   5.5 99.0 99.00
2011 01 03 04 50 351  4.6  6.2  0.27  5.56  4.46 999 1006.0   5.1   5.6   5.1 99.0 99.00
2011 01 03 05 50 359 10.7 12.0  0.57  2.86  2.79 999 1005.4   4.2   5.6   4.1 99.0 99.00
2011 01 03 06 50 344 11.9 13.6  0.88  3.33  3.14 999 1007.2   1.5   5.7   1.4 99.0 99.00
2011 01 03 07 50 339  9.2 11.0  0.78  3.33  3.23 999 1007.8   1.7   5.8   1.0 99.0 99.00
2011 01 03 08 50 329  9.0 11.0  0.64  3.13  3.05 999 1008.3   1.4   5.9  -1.4 99.0 99.00
2011 01 03 09 50 330 11.0 13.3  0.70  3.33  3.09 999 1009.1   0.6   5.9  -3.4 99.0 99.00
2011 01 03 10 50 329  9.3 11.4  0.77  3.70  3.32 999 1010.6  -0.2   5.9  -5.0 99.0 99.00
2011 01 03 11 50 312  7.9  9.4  0.66  3.70  3.17 999 1011.7  -0.6   5.9  -5.8 99.0 99.00
2011 01 03 12 50 305  6.1  7.5  0.47  3.23  2.97 999 1012.2  -1.1   5.8  -5.6 99.0 99.00
2011 01 03 13 50 308  8.1 10.5  0.48  2.60  2.79 999 1012.5  -0.8   5.8  -6.2 99.0 99.00
2011 01 03 14 50 304  8.8 10.9  0.58  2.94  2.80 999 1012.9  -0.5   5.9  -6.4 99.0 99.00
2011 01 03 15 50 300  9.9 11.9  0.66  3.23  2.92 999 1012.7  -0.3   5.9  -7.2 99.0 99.00
2011 01 03 16 50 301 13.4 15.3  0.85  3.33  3.01 999 1011.7   0.1   5.9  -7.5 99.0 99.00
2011 01 03 17 50 304 11.2 13.8  0.76  3.45  2.96 999 1011.8   0.1   6.0  -7.9 99.0 99.00
2011 01 03 18 50 302 12.2 14.9  0.78  2.86  2.95 999 1011.6   0.3   5.9  -7.8 99.0 99.00
2011 01 03 19 50 314 10.3 12.6  0.73  3.03  2.85 999 1012.9   0.4   5.7  -8.0 99.0 99.00
2011 01 03 20 50 304 11.5 14.0  0.62  3.03  2.78 999 1013.6   0.1   5.6  -8.1 99.0 99.00
2011 01 03 21 50 307  9.9 11.8  0.61  2.86  2.73 999 1014.4  -0.1   5.5  -7.8 99.0 99.00
2011 01 03 22 50 292  7.2  8.4  0.39  2.60  2.56 999 1015.3  -0.4   5.4  -8.4 99.0 99.00
2011 01 03 23 50 283  7.9  9.7  0.34  2.47  2.57 999 1015.6  -0.4   5.4  -7.8 99.0 99.00
2011 01 04 00 50 300  7.6  9.5  0.31  2.47  2.61 999 1015.3  -1.1   5.4  -8.2 99.0 99.00
2011 01 04 01 50 288  6.4  7.6  0.24 99.00  2.60 999 1015.3  -1.0   5.4  -8.1 99.0 99.00
2011 01 04 02 50 286  7.1  8.9  0.28  2.47  2.66 999 1015.4  -0.9   5.5  -8.3 99.0 99.00
2011 01 04 03 50 279  7.2  8.5  0.34  2.60  2.75 999 1015.0  -0.9   5.6  -8.1 99.0 99.00
2011 01 04 04 50 277  9.1 10.6  0.34  2.60  2.65 999 1014.3  -1.0   5.5  -7.7 99.0 99.00
2011 01 04 05 50 281  8.2  9.7  0.45  2.94  2.86 999 1014.3  -1.4   5.6  -7.6 99.0 99.00
2011 01 04 06 50 280  7.9  9.1  0.52  3.33  3.03 999 1014.8  -1.4   5.5  -7.8 99.0 99.00
2011 01 04 07 50 277  7.0  8.0  0.44  3.23  3.00 999 1014.8  -1.6   5.5  -8.2 99.0 99.00
2011 01 04 08 50 271  7.4  8.6  0.51  3.23  2.99 999 1014.7  -2.0   5.6  -8.0 99.0 99.00
2011 01 04 09 50 277  6.6  7.8  0.54  3.33  3.04 999 1014.6  -2.1   5.6  -7.5 99.0 99.00
2011 01 04 10 50 268  6.8  8.1  0.56  3.70  3.22 999 1014.4  -2.4   5.6  -7.6 99.0 99.00
2011 01 04 11 50 265  8.8 10.4  0.72  4.00  3.27 999 1014.0  -1.9   5.6  -7.0 99.0 99.00
2011 01 04 12 50 263  8.8 10.1  0.69  4.17  3.30 999 1013.5  -1.8   5.6  -6.3 99.0 99.00
2011 01 04 13 50 255  8.7 10.1  0.67  4.35  3.20 999 1013.4  -2.3   5.6  -6.5 99.0 99.00
2011 01 04 14 50 258  9.2 10.6  0.70  4.17  3.28 999 1012.7  -1.4   5.6  -6.1 99.0 99.00
2011 01 04 15 50 258  9.7 11.5  0.98  4.55  3.65 999 1011.5  -0.5   5.5  -5.3 99.0 99.00
2011 01 04 16 50 251  7.7  9.3  0.81  4.76  3.55 999 1010.4  -0.2   5.6  -4.9 99.0 99.00
2011 01 04 17 50 254  6.5  7.9  0.66  4.76  3.42 999 1009.9   0.0   5.7  -5.3 99.0 99.00
